기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액
202303,11110615,종로1·2·3·4가동,CS100006,패스트푸드점,2252482295
202303,11110615,종로1·2·3·4가동,CS100007,치킨전문점,4230492936
202303,11110615,종로1·2·3·4가동,CS100008,분식전문점,6439795090
202303,11110615,종로1·2·3·4가동,CS100009,호프-간이주점,31560366741
202303,11110615,종로1·2·3·4가동,CS100010,커피-음료,22374720979
202303,11110615,종로1·2·3·4가동,CS200001,일반교습학원,622438261
202303,11110615,종로1·2·3·4가동,CS200002,외국어학원,2123509429
202303,11110615,종로1·2·3·4가동,CS200003,예술학원,237593745
202303,11110615,종로1·2·3·4가동,CS200005,스포츠 강습,1290990966
202303,11110615,종로1·2·3·4가동,CS200006,일반의원,14703846312
202303,11110615,종로1·2·3·4가동,CS200007,치과의원,6543416101
202303,11110615,종로1·2·3·4가동,CS200008,한의원,1798405711
202303,11110615,종로1·2·3·4가동,CS200016,당구장,1193755436
202303,11110615,종로1·2·3·4가동,CS200017,골프연습장,292525126
202303,11110615,종로1·2·3·4가동,CS200019,PC방,293077088
202303,11110615,종로1·2·3·4가동,CS200024,스포츠클럽,630772702
202303,11110615,종로1·2·3·4가동,CS200025,자동차수리,273044869
202303,11110615,종로1·2·3·4가동,CS200028,미용실,575158263
202303,11110615,종로1·2·3·4가동,CS200029,네일숍,108777556
202303,11110615,종로1·2·3·4가동,CS200030,피부관리실,225127022
202303,11110615,종로1·2·3·4가동,CS200031,세탁소,23100172
202303,11110615,종로1·2·3·4가동,CS200032,가전제품수리,33045925
202303,11110615,종로1·2·3·4가동,CS200034,여관,4187923651
202303,11110615,종로1·2·3·4가동,CS200037,노래방,1422160014
202303,11110615,종로1·2·3·4가동,CS300001,슈퍼마켓,10319254666
202303,11110615,종로1·2·3·4가동,CS300002,편의점,9711658446
202303,11110615,종로1·2·3·4가동,CS300003,컴퓨터및주변장치판매,806577416
202303,11110615,종로1·2·3·4가동,CS300004,핸드폰,31715848
202303,11110615,종로1·2·3·4가동,CS300006,미곡판매,497732827
202303,11110615,종로1·2·3·4가동,CS300007,육류판매,3465044442
202303,11110615,종로1·2·3·4가동,CS300008,수산물판매,647826712
202303,11110615,종로1·2·3·4가동,CS300009,청과상,2942696149
202303,11110615,종로1·2·3·4가동,CS300010,반찬가게,2533065791
202303,11110615,종로1·2·3·4가동,CS300011,일반의류,3336800269
202303,11110615,종로1·2·3·4가동,CS300014,신발,430316625
202303,11110615,종로1·2·3·4가동,CS300015,가방,419560886
202303,11110615,종로1·2·3·4가동,CS300016,안경,541684175
202303,11110615,종로1·2·3·4가동,CS300017,시계및귀금속,1.99E+11
202303,11110615,종로1·2·3·4가동,CS300018,의약품,29789260398
202303,11110615,종로1·2·3·4가동,CS300019,의료기기,6738534860
202303,11110615,종로1·2·3·4가동,CS300020,서적,598257808
202303,11110615,종로1·2·3·4가동,CS300021,문구,9621342750
202303,11110615,종로1·2·3·4가동,CS300022,화장품,1734123853
202303,11110615,종로1·2·3·4가동,CS300027,섬유제품,2975498716
202303,11110615,종로1·2·3·4가동,CS300028,화초,951765126
202303,11110615,종로1·2·3·4가동,CS300032,가전제품,2593507664
202303,11110615,종로1·2·3·4가동,CS300033,철물점,250986281
202303,11110615,종로1·2·3·4가동,CS300035,인테리어,986952107
202303,11110615,종로1·2·3·4가동,CS300036,조명용품,35495204041
202303,11110615,종로1·2·3·4가동,CS300043,전자상거래업,33329473
202303,11110630,종로5·6가동,CS100001,한식음식점,22194883676
202303,11110630,종로5·6가동,CS100002,중식음식점,363305621
202303,11110630,종로5·6가동,CS100003,일식음식점,236560989
202303,11110630,종로5·6가동,CS100004,양식음식점,155684767
202303,11110630,종로5·6가동,CS100005,제과점,129590158
202303,11110630,종로5·6가동,CS100006,패스트푸드점,638195562
202303,11110630,종로5·6가동,CS100007,치킨전문점,1541234088
202303,11110630,종로5·6가동,CS100008,분식전문점,2172418239
202303,11110630,종로5·6가동,CS100009,호프-간이주점,1698487557
202303,11110630,종로5·6가동,CS100010,커피-음료,2316081911
202303,11110630,종로5·6가동,CS200006,일반의원,2713418121
202303,11110630,종로5·6가동,CS200007,치과의원,3120207553
202303,11110630,종로5·6가동,CS200008,한의원,1362040833
202303,11110630,종로5·6가동,CS200016,당구장,157110685
202303,11110630,종로5·6가동,CS200028,미용실,218373542
202303,11110630,종로5·6가동,CS200030,피부관리실,13434976
202303,11110630,종로5·6가동,CS200034,여관,249757237
202303,11110630,종로5·6가동,CS200037,노래방,844546073
202303,11110630,종로5·6가동,CS300001,슈퍼마켓,5748942025
202303,11110630,종로5·6가동,CS300002,편의점,2992127579
202303,11110630,종로5·6가동,CS300003,컴퓨터및주변장치판매,189264167
202303,11110630,종로5·6가동,CS300004,핸드폰,45310714
202303,11110630,종로5·6가동,CS300007,육류판매,1032157153
202303,11110630,종로5·6가동,CS300009,청과상,292009268
202303,11110630,종로5·6가동,CS300011,일반의류,11061548476
202303,11110630,종로5·6가동,CS300014,신발,2794770661
202303,11110630,종로5·6가동,CS300015,가방,50066255
202303,11110630,종로5·6가동,CS300016,안경,74163128
202303,11110630,종로5·6가동,CS300017,시계및귀금속,22812694
202303,11110630,종로5·6가동,CS300018,의약품,21909088519
202303,11110630,종로5·6가동,CS300019,의료기기,4135935468
202303,11110630,종로5·6가동,CS300020,서적,1653699995
202303,11110630,종로5·6가동,CS300021,문구,1097733658
202303,11110630,종로5·6가동,CS300022,화장품,292545167
202303,11110630,종로5·6가동,CS300024,운동/경기용품,9341551851
202303,11110630,종로5·6가동,CS300027,섬유제품,3636800474
202303,11110630,종로5·6가동,CS300028,화초,185271040
202303,11110630,종로5·6가동,CS300029,애완동물,7955577
202303,11110630,종로5·6가동,CS300033,철물점,96391469
202303,11110630,종로5·6가동,CS300035,인테리어,155183624
202303,11110640,이화동,CS100001,한식음식점,8000298534
202303,11110640,이화동,CS100002,중식음식점,781963099
202303,11110640,이화동,CS100003,일식음식점,1008682811
202303,11110640,이화동,CS100004,양식음식점,2121283613
202303,11110640,이화동,CS100005,제과점,2103404273
202303,11110640,이화동,CS100006,패스트푸드점,656084039
202303,11110640,이화동,CS100007,치킨전문점,236953945
202303,11110640,이화동,CS100008,분식전문점,782994800
202303,11110640,이화동,CS100009,호프-간이주점,2889101852
202303,11110640,이화동,CS100010,커피-음료,3751448380
202303,11110640,이화동,CS200001,일반교습학원,33437025
202303,11110640,이화동,CS200003,예술학원,332013173
202303,11110640,이화동,CS200005,스포츠 강습,6917814
202303,11110640,이화동,CS200006,일반의원,938042752
202303,11110640,이화동,CS200007,치과의원,379614212
202303,11110640,이화동,CS200016,당구장,27685831
202303,11110640,이화동,CS200024,스포츠클럽,246952927
202303,11110640,이화동,CS200028,미용실,399073440
202303,11110640,이화동,CS300001,슈퍼마켓,4798081801
202303,11110640,이화동,CS300002,편의점,4194736595
202303,11110640,이화동,CS300011,일반의류,882400438
202303,11110640,이화동,CS300015,가방,90187075
202303,11110640,이화동,CS300018,의약품,1158361099
202303,11110640,이화동,CS300019,의료기기,86229865
202303,11110640,이화동,CS300021,문구,413376180
202303,11110640,이화동,CS300028,화초,52252303
202303,11110640,이화동,CS300043,전자상거래업,7286052
202303,11110650,혜화동,CS100001,한식음식점,13030376276
202303,11110650,혜화동,CS100002,중식음식점,1069209395
202303,11110650,혜화동,CS100003,일식음식점,3631794748
202303,11110650,혜화동,CS100004,양식음식점,2422084041
202303,11110650,혜화동,CS100005,제과점,841461651
202303,11110650,혜화동,CS100006,패스트푸드점,842764230
202303,11110650,혜화동,CS100007,치킨전문점,417186238
202303,11110650,혜화동,CS100008,분식전문점,4975205564
202303,11110650,혜화동,CS100009,호프-간이주점,3865597320
202303,11110650,혜화동,CS100010,커피-음료,4239247502
202303,11110650,혜화동,CS200001,일반교습학원,413734303
202303,11110650,혜화동,CS200002,외국어학원,35829319
202303,11110650,혜화동,CS200003,예술학원,489476080
202303,11110650,혜화동,CS200005,스포츠 강습,159158576
202303,11110650,혜화동,CS200006,일반의원,1008369857
202303,11110650,혜화동,CS200007,치과의원,1109665265
202303,11110650,혜화동,CS200008,한의원,470716519
202303,11110650,혜화동,CS200016,당구장,199480050
202303,11110650,혜화동,CS200019,PC방,340897251
202303,11110650,혜화동,CS200024,스포츠클럽,799355614
202303,11110650,혜화동,CS200025,자동차수리,424049396
202303,11110650,혜화동,CS200028,미용실,740346246
202303,11110650,혜화동,CS200029,네일숍,6777355
202303,11110650,혜화동,CS200030,피부관리실,56576174
202303,11110650,혜화동,CS200031,세탁소,117191209
202303,11110650,혜화동,CS200032,가전제품수리,354370822
202303,11110650,혜화동,CS200034,여관,43750626
202303,11110650,혜화동,CS200037,노래방,261821112
202303,11110650,혜화동,CS300001,슈퍼마켓,3392317153
202303,11110650,혜화동,CS300002,편의점,2611922915
202303,11110650,혜화동,CS300004,핸드폰,352829658
202303,11110650,혜화동,CS300007,육류판매,203150060
202303,11110650,혜화동,CS300009,청과상,42000000
202303,11110650,혜화동,CS300011,일반의류,1333978152
202303,11110650,혜화동,CS300016,안경,820585963
202303,11110650,혜화동,CS300017,시계및귀금속,27341564
202303,11110650,혜화동,CS300018,의약품,1240896218
202303,11110650,혜화동,CS300020,서적,128066969
202303,11110650,혜화동,CS300021,문구,326867851
202303,11110650,혜화동,CS300022,화장품,1456411112
202303,11110650,혜화동,CS300024,운동/경기용품,130899
202303,11110650,혜화동,CS300027,섬유제품,12870718
202303,11110650,혜화동,CS300028,화초,218637631
202303,11110650,혜화동,CS300031,가구,369783979
202303,11110650,혜화동,CS300033,철물점,62420492
202303,11110650,혜화동,CS300035,인테리어,55940453
202303,11110650,혜화동,CS300043,전자상거래업,84675036
202303,11110670,창신1동,CS100001,한식음식점,3923836040
202303,11110670,창신1동,CS100002,중식음식점,1205701014
202303,11110670,창신1동,CS100004,양식음식점,1462701324
202303,11110670,창신1동,CS100005,제과점,13390142
202303,11110670,창신1동,CS100006,패스트푸드점,268455954
202303,11110670,창신1동,CS100007,치킨전문점,410232814
202303,11110670,창신1동,CS100008,분식전문점,293285165
202303,11110670,창신1동,CS100009,호프-간이주점,1081244218
202303,11110670,창신1동,CS100010,커피-음료,401233382
202303,11110670,창신1동,CS200001,일반교습학원,26473717
202303,11110670,창신1동,CS200003,예술학원,19401211
202303,11110670,창신1동,CS200006,일반의원,3531501373
202303,11110670,창신1동,CS200007,치과의원,1710497526
202303,11110670,창신1동,CS200008,한의원,132559039
202303,11110670,창신1동,CS200016,당구장,67904691
202303,11110670,창신1동,CS200019,PC방,109308019
202303,11110670,창신1동,CS200028,미용실,231300272
202303,11110670,창신1동,CS200029,네일숍,6486546
202303,11110670,창신1동,CS200030,피부관리실,212882
202303,11110670,창신1동,CS200034,여관,655299854
202303,11110670,창신1동,CS200037,노래방,88312639
202303,11110670,창신1동,CS300001,슈퍼마켓,1052237019
202303,11110670,창신1동,CS300002,편의점,1785507970
202303,11110670,창신1동,CS300004,핸드폰,1097117689
202303,11110670,창신1동,CS300006,미곡판매,37670529
202303,11110670,창신1동,CS300007,육류판매,562668074
202303,11110670,창신1동,CS300009,청과상,615273754
202303,11110670,창신1동,CS300010,반찬가게,97650787
202303,11110670,창신1동,CS300011,일반의류,1969408229
202303,11110670,창신1동,CS300014,신발,10428858022
202303,11110670,창신1동,CS300015,가방,19389314
202303,11110670,창신1동,CS300016,안경,113658830
202303,11110670,창신1동,CS300017,시계및귀금속,286940801
202303,11110670,창신1동,CS300018,의약품,2743719436
202303,11110670,창신1동,CS300020,서적,392291200
202303,11110670,창신1동,CS300021,문구,35178589690
202303,11110670,창신1동,CS300022,화장품,83969475
202303,11110670,창신1동,CS300024,운동/경기용품,984240228
202303,11110670,창신1동,CS300028,화초,33410025
202303,11110670,창신1동,CS300029,애완동물,865855299
202303,11110670,창신1동,CS300032,가전제품,3000000
202303,11110670,창신1동,CS300033,철물점,42000000
202303,11110670,창신1동,CS300035,인테리어,279113515
202303,11110680,창신2동,CS100001,한식음식점,3979617962
202303,11110680,창신2동,CS100002,중식음식점,367287386
202303,11110680,창신2동,CS100004,양식음식점,67482796
202303,11110680,창신2동,CS100005,제과점,5882392
202303,11110680,창신2동,CS100007,치킨전문점,329540920
202303,11110680,창신2동,CS100008,분식전문점,96182930
202303,11110680,창신2동,CS100009,호프-간이주점,615832566
202303,11110680,창신2동,CS100010,커피-음료,134714921
202303,11110680,창신2동,CS200006,일반의원,1108471104
202303,11110680,창신2동,CS200008,한의원,35440929
202303,11110680,창신2동,CS200016,당구장,21900961
202303,11110680,창신2동,CS200028,미용실,106294835
202303,11110680,창신2동,CS200034,여관,1095759
202303,11110680,창신2동,CS200037,노래방,48087923
202303,11110680,창신2동,CS300001,슈퍼마켓,3045831343
202303,11110680,창신2동,CS300006,미곡판매,21623800
202303,11110680,창신2동,CS300007,육류판매,1289142827
202303,11110680,창신2동,CS300009,청과상,99819083
202303,11110680,창신2동,CS300010,반찬가게,353320330
202303,11110680,창신2동,CS300011,일반의류,202342230
202303,11110680,창신2동,CS300017,시계및귀금속,25256699
202303,11110680,창신2동,CS300018,의약품,793208774
202303,11110680,창신2동,CS300019,의료기기,15452490
202303,11110680,창신2동,CS300022,화장품,127540613
202303,11110680,창신2동,CS300033,철물점,1008862
202303,11110690,창신3동,CS100001,한식음식점,91027040
202303,11110690,창신3동,CS100007,치킨전문점,44829209
202303,11110690,창신3동,CS100008,분식전문점,3425932
202303,11110690,창신3동,CS100010,커피-음료,27915021
202303,11110690,창신3동,CS200003,예술학원,2143679
202303,11110690,창신3동,CS200028,미용실,112933507
202303,11110690,창신3동,CS300002,편의점,117820259
202303,11110690,창신3동,CS300007,육류판매,26929670
202303,11110690,창신3동,CS300011,일반의류,14842089
202303,11110700,숭인1동,CS100001,한식음식점,494713096
202303,11110700,숭인1동,CS100006,패스트푸드점,27285562
202303,11110700,숭인1동,CS100007,치킨전문점,44649391
202303,11110700,숭인1동,CS100008,분식전문점,65563121
202303,11110700,숭인1동,CS100009,호프-간이주점,129533207
202303,11110700,숭인1동,CS100010,커피-음료,31440738
202303,11110700,숭인1동,CS200001,일반교습학원,149082969
202303,11110700,숭인1동,CS200003,예술학원,5333334
202303,11110700,숭인1동,CS200005,스포츠 강습,67878558
202303,11110700,숭인1동,CS200006,일반의원,206378851
202303,11110700,숭인1동,CS200007,치과의원,262541466
202303,11110700,숭인1동,CS200008,한의원,249198471
202303,11110700,숭인1동,CS200028,미용실,107900261
202303,11110700,숭인1동,CS200029,네일숍,14166028
202303,11110700,숭인1동,CS300001,슈퍼마켓,408285028
202303,11110700,숭인1동,CS300002,편의점,348041536
202303,11110700,숭인1동,CS300011,일반의류,64729322
202303,11110700,숭인1동,CS300018,의약품,395222157
202303,11110700,숭인1동,CS300022,화장품,22232116
202303,11110700,숭인1동,CS300036,조명용품,1093966
202303,11110710,숭인2동,CS100001,한식음식점,5092846901
202303,11110710,숭인2동,CS100002,중식음식점,243869613
202303,11110710,숭인2동,CS100005,제과점,491455635
202303,11110710,숭인2동,CS100006,패스트푸드점,720123757
202303,11110710,숭인2동,CS100007,치킨전문점,283784745
202303,11110710,숭인2동,CS100008,분식전문점,429045082
202303,11110710,숭인2동,CS100009,호프-간이주점,751668366
202303,11110710,숭인2동,CS100010,커피-음료,387155807
202303,11110710,숭인2동,CS200006,일반의원,2739643762
202303,11110710,숭인2동,CS200007,치과의원,2118860433
202303,11110710,숭인2동,CS200008,한의원,54161030
202303,11110710,숭인2동,CS200016,당구장,44897677
202303,11110710,숭인2동,CS200019,PC방,266748659
202303,11110710,숭인2동,CS200024,스포츠클럽,25690518
202303,11110710,숭인2동,CS200028,미용실,113272749
202303,11110710,숭인2동,CS200029,네일숍,26103160
202303,11110710,숭인2동,CS200031,세탁소,18959420
202303,11110710,숭인2동,CS200034,여관,190744006
202303,11110710,숭인2동,CS200037,노래방,253381848
202303,11110710,숭인2동,CS300001,슈퍼마켓,2393709372
202303,11110710,숭인2동,CS300002,편의점,1848884435
202303,11110710,숭인2동,CS300004,핸드폰,13543572
202303,11110710,숭인2동,CS300006,미곡판매,4455196
202303,11110710,숭인2동,CS300007,육류판매,902343714
202303,11110710,숭인2동,CS300009,청과상,64626115
202303,11110710,숭인2동,CS300010,반찬가게,18944745
202303,11110710,숭인2동,CS300011,일반의류,7580782593
202303,11110710,숭인2동,CS300015,가방,77292830
