연번,호선,고유역번호(외부역코드),역명,연월,승하차인원수
122,5,2513,김포공항(5),2201,431096
123,5,2514,송정,2201,330923
124,5,2515,마곡,2201,523355
125,5,2516,발산,2201,1021778
126,5,2517,우장산,2201,717887
127,5,2518,화곡,2201,1396317
128,5,2519,까치산(5),2201,1459690
129,5,2520,신정,2201,634409
130,5,2521,목동,2201,874245
131,5,2522,오목교,2201,1161480
132,5,2523,양평(5),2201,370515
133,5,2524,영등포구청(5),2201,203752
134,5,2525,영등포시장,2201,530188
135,5,2526,신길(5),2201,215330
136,5,2527,여의도(5),2201,1381727
137,5,2528,여의나루,2201,477326
138,5,2529,마포,2201,705981
139,5,2530,공덕(5),2201,682329
140,5,2531,애오개,2201,331123
141,5,2532,충정로(5),2201,223255
142,5,2533,서대문,2201,879238
143,5,2534,광화문,2201,1435962
144,5,2535,종로3가(5),2201,669725
145,5,2536,을지로4가(5),2201,293649
146,5,2537,동대문역사문화공원(5),2201,152460
147,5,2538,청구(5),2201,191743
148,5,2539,신금호,2201,321646
149,5,2540,행당,2201,389692
150,5,2541,왕십리(5),2201,259275
151,5,2542,마장,2201,291209
152,5,2543,답십리,2201,808690
153,5,2544,장한평,2201,932950
154,5,2545,군자(5),2201,611267
155,5,2546,아차산,2201,756879
156,5,2547,광나루,2201,645707
157,5,2548,천호(5),2201,971071
158,5,2549,강동,2201,925764
159,5,2550,길동,2201,429837
160,5,2551,굽은다리,2201,483667
161,5,2552,명일,2201,448104
162,5,2553,고덕,2201,470425
163,5,2554,상일동,2201,745122
164,5,2555,둔촌동,2201,445882
165,5,2556,올림픽공원(5),2201,198778
166,5,2557,방이,2201,377841
167,5,2558,오금(5),2201,180575
168,5,2559,개롱,2201,327002
169,5,2560,거여,2201,451759
170,5,2561,마천,2201,349586
171,5,2562,강일,2201,197649
172,5,2563,미사,2201,829751
173,5,2564,하남풍산,2201,215558
174,5,2565,하남시청,2201,333964
175,5,2566,하남검단산,2201,301684
176,6,2611,응암,2201,897592
177,6,2612,역촌,2201,212353
178,6,2613,불광(6),2201,222702
179,6,2614,독바위,2201,145804
180,6,2616,구산,2201,336592
181,6,2617,새절,2201,619858
182,6,2618,증산,2201,517534
183,6,2619,디지털미디어시티(6),2201,694281
184,6,2620,월드컵경기장,2201,218251
185,6,2621,마포구청,2201,690680
186,6,2622,망원,2201,801989
187,6,2623,합정(6),2201,691455
188,6,2624,상수,2201,483235
189,6,2625,광흥창,2201,438659
190,6,2626,대흥,2201,400472
191,6,2627,공덕(6),2201,869743
192,6,2628,효창공원앞,2201,330969
193,6,2629,삼각지(6),2201,301433
194,6,2630,녹사평,2201,253142
195,6,2631,이태원,2201,559327
196,6,2632,한강진,2201,518535
197,6,2633,버티고개,2201,104080
198,6,2634,약수(6),2201,180575
199,6,2635,청구(6),2201,189974
200,6,2636,신당(6),2201,425676
201,6,2637,동묘앞(6),2201,422630
202,6,2638,창신,2201,156573
203,6,2639,보문,2201,352582
204,6,2640,안암,2201,482305
205,6,2641,고려대,2201,376571
206,6,2642,월곡,2201,573145
207,6,2643,상월곡,2201,296684
208,6,2644,돌곶이,2201,459492
209,6,2645,석계(6),2201,627316
210,6,2646,태릉입구(6),2201,291773
211,6,2647,화랑대,2201,514233
212,6,2648,봉화산,2201,437716
213,7,2711,장암,2201,80496
214,7,2712,도봉산(7),2201,499118
215,7,2713,수락산,2201,651358
216,7,2714,마들,2201,635708
217,7,2715,노원(7),2201,1048752
218,7,2716,중계,2201,670685
219,7,2717,하계,2201,860881
220,7,2718,공릉,2201,592896
221,7,2719,태릉입구(7),2201,421462
222,7,2720,먹골,2201,521002
223,7,2721,중화,2201,545316
224,7,2722,상봉(7),2201,854916
225,7,2723,면목,2201,777202
226,7,2724,사가정,2201,825437
227,7,2725,용마산,2201,308799
228,7,2726,중곡,2201,529099
229,7,2727,군자(7),2201,694923
230,7,2728,어린이대공원,2201,625714
231,7,2729,건대입구(7),2201,672641
232,7,2730,뚝섬유원지,2201,378882
233,7,2731,청담,2201,982456
234,7,2732,강남구청,2201,841856
235,7,2733,학동,2201,1179963
236,7,2734,논현,2201,1033733
237,7,2735,반포,2201,289801
238,7,2736,고속터미널(7),2201,773175
239,7,2737,내방,2201,721227
240,7,2738,이수(7),2201,801862
241,7,2739,남성,2201,539634
242,7,2740,숭실대입구,2201,591435
243,7,2741,상도,2201,531724
244,7,2742,장승배기,2201,461978
245,7,2743,신대방삼거리,2201,825588
246,7,2744,보라매,2201,482516
247,7,2745,신풍,2201,582871
248,7,2746,대림(7),2201,451857
249,7,2747,남구로,2201,804304
250,7,2748,가산디지털단지(7),2201,2112788
251,7,2749,철산,2201,1082104
252,7,2750,광명사거리,2201,1157206
253,7,2751,천왕,2201,554128
254,7,2752,온수(7),2201,479381
255,8,2811,암사,2201,912735
256,8,2812,천호(8),2201,848460
257,8,2813,강동구청,2201,538213
258,8,2814,몽촌토성,2201,314958
259,8,2815,잠실(8),2201,849210
260,8,2816,석촌(8),2201,442429
261,8,2817,송파,2201,379959
262,8,2818,가락시장(8),2201,424706
263,8,2819,문정,2201,1064752
264,8,2820,장지,2201,870207
265,8,2821,복정(8),2201,439474
266,8,2822,산성,2201,274348
267,8,2823,남한산성입구,2201,651634
268,8,2824,단대오거리,2201,530832
269,8,2825,신흥,2201,233970
270,8,2826,수진,2201,266934
271,8,2827,모란(8),2201,225684
272,8,2828,남위례,2201,201604
273,9,4126,언주,2201,310233
274,9,4127,선정릉,2201,269666
275,9,4128,삼성중앙,2201,192306
276,9,4129,봉은사,2201,477911
277,9,4130,종합운동장(9),2201,125632
278,9,4131,삼전,2201,221955
279,9,4132,석촌고분,2201,192140
280,9,4133,석촌(9),2201,261740
281,9,4134,송파나루,2201,174312
282,9,4135,한성백제,2201,84230
283,9,4136,올림픽공원(9),2201,197497
284,9,4137,둔촌오륜,2201,32073
285,9,4138,중앙보훈병원,2201,297550
286,1,150,서울역(1),2202,1777728
287,1,151,시청(1),2202,873746
288,1,152,종각,2202,1335408
289,1,153,종로3가(1),2202,1062723
290,1,154,종로5가,2202,948585
291,1,155,동대문(1),2202,490410
292,1,156,신설동(1),2202,595788
293,1,157,제기동,2202,739273
294,1,158,청량리,2202,881588
295,1,159,동묘앞(1),2202,421582
296,2,201,시청(2),2202,882803
297,2,202,을지로입구,2202,1548679
298,2,203,을지로3가(2),2202,863936
299,2,204,을지로4가(2),2202,513181
300,2,205,동대문역사문화공원(2),2202,570697
301,2,206,신당(2),2202,626384
302,2,207,상왕십리,2202,607753
303,2,208,왕십리(2),2202,648039
304,2,209,한양대,2202,299223
305,2,210,뚝섬,2202,952525
306,2,211,성수,2202,1614736
307,2,212,건대입구(2),2202,1653121
308,2,213,구의,2202,1028475
309,2,214,강변,2202,1321986
310,2,215,잠실나루,2202,576425
311,2,216,잠실(2),2202,2992206
312,2,217,잠실새내,2202,926433
313,2,218,종합운동장(2),2202,335794
314,2,219,삼성,2202,2123689
315,2,220,선릉,2202,2077342
316,2,221,역삼,2202,2137236
317,2,222,강남,2202,3601249
318,2,223,교대(2),2202,1444429
319,2,224,서초,2202,867687
320,2,225,방배,2202,685041
321,2,226,사당(2),2202,1679057
322,2,227,낙성대,2202,1178825
323,2,228,서울대입구,2202,2087057
324,2,229,봉천,2202,1011443
325,2,230,신림,2202,2815969
326,2,231,신대방,2202,1162160
327,2,232,구로디지털단지,2202,2467865
328,2,233,대림(2),2202,1071275
329,2,234,신도림,2202,2084180
330,2,235,문래,2202,888753
331,2,236,영등포구청(2),2202,967835
332,2,237,당산,2202,824923
333,2,238,합정(2),2202,1420587
334,2,239,홍대입구,2202,2640959
335,2,240,신촌,2202,1480713
336,2,241,이대,2202,571997
337,2,242,아현,2202,429312
338,2,243,충정로(2),2202,424238
339,2,244,용답,2202,128388
340,2,245,신답,2202,76470
341,2,246,신설동(2),2202,169907
342,2,247,도림천,2202,60324
343,2,248,양천구청,2202,301123
344,2,249,신정네거리,2202,451297
345,2,250,용두,2202,106009
346,3,309,지축,2202,191248
347,3,310,구파발,2202,877031
348,3,311,연신내(3),2202,1588745
349,3,312,불광(3),2202,750727
350,3,313,녹번,2202,628481
351,3,314,홍제,2202,743235
352,3,315,무악재,2202,172511
353,3,316,독립문,2202,313182
354,3,317,경복궁,2202,846011
355,3,318,안국,2202,846361
356,3,319,종로3가(3),2202,465964
357,3,320,을지로3가(3),2202,416273
358,3,322,동대입구,2202,350222
359,3,323,약수(3),2202,549733
360,3,324,금호,2202,342351
361,3,325,옥수,2202,399105
362,3,326,압구정,2202,1448438
363,3,327,신사,2202,1410856
364,3,328,잠원,2202,200200
365,3,329,고속터미널(3),2202,1942684
366,3,330,교대(3),2202,462621
367,3,331,남부터미널,2202,1262134
368,3,332,양재,2202,1628933
369,3,333,매봉,2202,495086
370,3,334,도곡,2202,224728
371,3,335,대치,2202,504925
372,3,336,학여울,2202,100495
373,3,337,대청,2202,410086
374,3,338,일원,2202,408603
375,3,339,수서,2202,767167
376,3,340,가락시장(3),2202,369339
377,3,341,경찰병원,2202,306549
378,3,342,오금(3),2202,249522
379,4,409,당고개,2202,551567
380,4,410,상계,2202,802326
381,4,411,노원(4),2202,894211
382,4,412,창동,2202,1175693
383,4,413,쌍문,2202,1232540
384,4,414,수유,2202,1512576
385,4,415,미아,2202,640996
386,4,416,미아사거리,2202,1198865
387,4,417,길음,2202,857932
388,4,418,성신여대입구,2202,870927
389,4,419,한성대입구,2202,571660
390,4,420,혜화,2202,1433696
391,4,421,동대문(4),2202,788844
392,4,422,동대문역사문화공원(4),2202,612891
393,4,423,충무로(4),2202,1045630
394,4,424,명동,2202,764449
395,4,425,회현,2202,973497
396,4,426,서울역(4),2202,556660
397,4,427,숙대입구,2202,540558
398,4,428,삼각지(4),2202,223185
399,4,429,신용산,2202,691859
400,4,430,이촌,2202,349671
401,4,431,동작,2202,95701
402,4,432,이수(총신대입구),2202,852627
403,4,433,사당(4),2202,1006178
404,4,434,남태령,2202,48173
405,5,2511,방화,2202,284596
406,5,2512,개화산,2202,242456
407,5,2513,김포공항(5),2202,375905
408,5,2514,송정,2202,286998
409,5,2515,마곡,2202,444548
410,5,2516,발산,2202,873867
411,5,2517,우장산,2202,609417
412,5,2518,화곡,2202,1204261
413,5,2519,까치산(5),2202,1260705
414,5,2520,신정,2202,549093
415,5,2521,목동,2202,743986
416,5,2522,오목교,2202,980582
417,5,2523,양평(5),2202,310979
418,5,2524,영등포구청(5),2202,174193
419,5,2525,영등포시장,2202,456067
420,5,2526,신길(5),2202,185539
421,5,2527,여의도(5),2202,1144306
422,5,2528,여의나루,2202,409303
423,5,2529,마포,2202,593761
424,5,2530,공덕(5),2202,566251
425,5,2531,애오개,2202,282548
426,5,2532,충정로(5),2202,188462
427,5,2533,서대문,2202,730356
428,5,2534,광화문,2202,1176100
429,5,2535,종로3가(5),2202,552128
430,5,2536,을지로4가(5),2202,243387
431,5,2537,동대문역사문화공원(5),2202,122669
432,5,2538,청구(5),2202,166681
433,5,2539,신금호,2202,278634
434,5,2540,행당,2202,330989
435,5,2541,왕십리(5),2202,220215
436,5,2542,마장,2202,233279
437,5,2543,답십리,2202,688399
438,5,2544,장한평,2202,800787
439,5,2545,군자(5),2202,521477
440,5,2546,아차산,2202,652631
441,5,2547,광나루,2202,552468
442,5,2548,천호(5),2202,822072
443,5,2549,강동,2202,797918
444,5,2550,길동,2202,364599
445,5,2551,굽은다리,2202,410022
446,5,2552,명일,2202,380452
447,5,2553,고덕,2202,398898
448,5,2554,상일동,2202,618095
449,5,2555,둔촌동,2202,378856
450,5,2556,올림픽공원(5),2202,166036
451,5,2557,방이,2202,318146
452,5,2558,오금(5),2202,152540
453,5,2559,개롱,2202,281557
454,5,2560,거여,2202,395194
455,5,2561,마천,2202,303123
456,5,2562,강일,2202,170312
457,5,2563,미사,2202,698389
458,5,2564,하남풍산,2202,181680
459,5,2565,하남시청,2202,287921
460,5,2566,하남검단산,2202,258131
461,6,2611,응암,2202,773335
462,6,2612,역촌,2202,187223
463,6,2613,불광(6),2202,192989
464,6,2614,독바위,2202,124840
465,6,2616,구산,2202,292627
466,6,2617,새절,2202,533149
467,6,2618,증산,2202,445282
468,6,2619,디지털미디어시티(6),2202,586304
469,6,2620,월드컵경기장,2202,193418
470,6,2621,마포구청,2202,597168
471,6,2622,망원,2202,669513
472,6,2623,합정(6),2202,585890
473,6,2624,상수,2202,412394
474,6,2625,광흥창,2202,372278
475,6,2626,대흥,2202,347533
476,6,2627,공덕(6),2202,734665
477,6,2628,효창공원앞,2202,283837
478,6,2629,삼각지(6),2202,249263
479,6,2630,녹사평,2202,212624
480,6,2631,이태원,2202,473394
481,6,2632,한강진,2202,409466
482,6,2633,버티고개,2202,89242
483,6,2634,약수(6),2202,155479
484,6,2635,청구(6),2202,166333
485,6,2636,신당(6),2202,363032
486,6,2637,동묘앞(6),2202,369495
487,6,2638,창신,2202,132035
488,6,2639,보문,2202,310001
489,6,2640,안암,2202,429478
490,6,2641,고려대,2202,337901
491,6,2642,월곡,2202,491849
492,6,2643,상월곡,2202,253945
493,6,2644,돌곶이,2202,395246
494,6,2645,석계(6),2202,543156
495,6,2646,태릉입구(6),2202,251419
496,6,2647,화랑대,2202,441682
497,6,2648,봉화산,2202,373542
498,7,2711,장암,2202,70283
499,7,2712,도봉산(7),2202,434821
500,7,2713,수락산,2202,560826
501,7,2714,마들,2202,547400
502,7,2715,노원(7),2202,902482
503,7,2716,중계,2202,577069
504,7,2717,하계,2202,734678
505,7,2718,공릉,2202,526533
506,7,2719,태릉입구(7),2202,365972
507,7,2720,먹골,2202,451775
508,7,2721,중화,2202,473356
509,7,2722,상봉(7),2202,728697
510,7,2723,면목,2202,671679
511,7,2724,사가정,2202,713557
512,7,2725,용마산,2202,267236
513,7,2726,중곡,2202,456936
514,7,2727,군자(7),2202,598515
515,7,2728,어린이대공원,2202,553530
516,7,2729,건대입구(7),2202,563882
517,7,2730,뚝섬유원지,2202,332135
518,7,2731,청담,2202,840924
519,7,2732,강남구청,2202,718315
520,7,2733,학동,2202,996119
521,7,2734,논현,2202,872897
522,7,2735,반포,2202,246683
523,7,2736,고속터미널(7),2202,669873
524,7,2737,내방,2202,611852
525,7,2738,이수(7),2202,684747
526,7,2739,남성,2202,466382
527,7,2740,숭실대입구,2202,506383
528,7,2741,상도,2202,452378
529,7,2742,장승배기,2202,401003
530,7,2743,신대방삼거리,2202,710209
531,7,2744,보라매,2202,413146
532,7,2745,신풍,2202,500583
533,7,2746,대림(7),2202,369773
534,7,2747,남구로,2202,686491
535,7,2748,가산디지털단지(7),2202,1766806
536,7,2749,철산,2202,906344
537,7,2750,광명사거리,2202,973472
538,7,2751,천왕,2202,469053
539,7,2752,온수(7),2202,410338
540,8,2811,암사,2202,773834
541,8,2812,천호(8),2202,718441
542,8,2813,강동구청,2202,457496
543,8,2814,몽촌토성,2202,267391
544,8,2815,잠실(8),2202,695798
545,8,2816,석촌(8),2202,374531
546,8,2817,송파,2202,324697
547,8,2818,가락시장(8),2202,342221
548,8,2819,문정,2202,895763
549,8,2820,장지,2202,732075
550,8,2821,복정(8),2202,371954
551,8,2822,산성,2202,230852
552,8,2823,남한산성입구,2202,558687
553,8,2824,단대오거리,2202,456081
554,8,2825,신흥,2202,202258
555,8,2826,수진,2202,229974
556,8,2827,모란(8),2202,188755
557,8,2828,남위례,2202,184174
558,9,4126,언주,2202,261763
559,9,4127,선정릉,2202,226788
560,9,4128,삼성중앙,2202,162821
561,9,4129,봉은사,2202,415034
562,9,4130,종합운동장(9),2202,105775
563,9,4131,삼전,2202,192340
564,9,4132,석촌고분,2202,164755
565,9,4133,석촌(9),2202,223957
566,9,4134,송파나루,2202,148888
567,9,4135,한성백제,2202,73148
568,9,4136,올림픽공원(9),2202,160698
569,9,4137,둔촌오륜,2202,29363
570,9,4138,중앙보훈병원,2202,256217
571,1,150,서울역(1),2203,1942521
572,1,151,시청(1),2203,1009395
573,1,152,종각,2203,1501363
574,1,153,종로3가(1),2203,1186762
575,1,154,종로5가,2203,1098511
576,1,155,동대문(1),2203,565008
577,1,156,신설동(1),2203,680969
578,1,157,제기동,2203,875719
579,1,158,청량리,2203,1024250
580,1,159,동묘앞(1),2203,493644
581,2,201,시청(2),2203,979737
582,2,202,을지로입구,2203,1736503
583,2,203,을지로3가(2),2203,975027
584,2,204,을지로4가(2),2203,592804
585,2,205,동대문역사문화공원(2),2203,686578
586,2,206,신당(2),2203,706124
587,2,207,상왕십리,2203,683864
588,2,208,왕십리(2),2203,773964
589,2,209,한양대,2203,694311
590,2,210,뚝섬,2203,1068311
591,2,211,성수,2203,1812043
592,2,212,건대입구(2),2203,1922326
593,2,213,구의,2203,1154570
594,2,214,강변,2203,1433602
595,2,215,잠실나루,2203,650176
596,2,216,잠실(2),2203,3253702
597,2,217,잠실새내,2203,1030240
598,2,218,종합운동장(2),2203,488475
599,2,219,삼성,2203,2307890
600,2,220,선릉,2203,2338764
601,2,221,역삼,2203,2341405
602,2,222,강남,2203,3885981
603,2,223,교대(2),2203,1634052
604,2,224,서초,2203,969676
605,2,225,방배,2203,900986
606,2,226,사당(2),2203,1895195
607,2,227,낙성대,2203,1360235
608,2,228,서울대입구,2203,2409022
609,2,229,봉천,2203,1134139
610,2,230,신림,2203,3156731
611,2,231,신대방,2203,1311862
612,2,232,구로디지털단지,2203,2754468
613,2,233,대림(2),2203,1207670
614,2,234,신도림,2203,2333673
615,2,235,문래,2203,1020360
616,2,236,영등포구청(2),2203,1080533
617,2,237,당산,2203,961334
618,2,238,합정(2),2203,1591833
619,2,239,홍대입구,2203,2947663
620,2,240,신촌,2203,1701989
621,2,241,이대,2203,713797
622,2,242,아현,2203,507474
623,2,243,충정로(2),2203,478161
624,2,244,용답,2203,179132
625,2,245,신답,2203,87020
626,2,246,신설동(2),2203,188484
627,2,247,도림천,2203,70557
628,2,248,양천구청,2203,338625
629,2,249,신정네거리,2203,507759
630,2,250,용두,2203,122542
631,3,309,지축,2203,229223
632,3,310,구파발,2203,997438
633,3,311,연신내(3),2203,1799827
634,3,312,불광(3),2203,844192
635,3,313,녹번,2203,721256
636,3,314,홍제,2203,855487
637,3,315,무악재,2203,193816
638,3,316,독립문,2203,364073
639,3,317,경복궁,2203,1005102
640,3,318,안국,2203,988666
641,3,319,종로3가(3),2203,514918
642,3,320,을지로3가(3),2203,465989
643,3,322,동대입구,2203,446979
644,3,323,약수(3),2203,625284
645,3,324,금호,2203,378079
646,3,325,옥수,2203,448376
647,3,326,압구정,2203,1551498
648,3,327,신사,2203,1528926
649,3,328,잠원,2203,228384
650,3,329,고속터미널(3),2203,2043697
651,3,330,교대(3),2203,532504
652,3,331,남부터미널,2203,1378451
653,3,332,양재,2203,1823943
654,3,333,매봉,2203,545750
655,3,334,도곡,2203,254275
656,3,335,대치,2203,547058
657,3,336,학여울,2203,128484
658,3,337,대청,2203,463680
659,3,338,일원,2203,467227
660,3,339,수서,2203,850770
661,3,340,가락시장(3),2203,422039
662,3,341,경찰병원,2203,339903
663,3,342,오금(3),2203,280898
664,4,409,당고개,2203,568551
665,4,410,상계,2203,928171
666,4,411,노원(4),2203,1018772
667,4,412,창동,2203,1336602
668,4,413,쌍문,2203,1397188
669,4,414,수유,2203,1719110
670,4,415,미아,2203,755473
671,4,416,미아사거리,2203,1357250
672,4,417,길음,2203,1012290
673,4,418,성신여대입구,2203,1043375
674,4,419,한성대입구,2203,683989
675,4,420,혜화,2203,1623327
676,4,421,동대문(4),2203,952852
677,4,422,동대문역사문화공원(4),2203,706333
678,4,423,충무로(4),2203,1304232
679,4,424,명동,2203,929123
680,4,425,회현,2203,1154494
681,4,426,서울역(4),2203,613056
682,4,427,숙대입구,2203,676707
683,4,428,삼각지(4),2203,254226
684,4,429,신용산,2203,762603
685,4,430,이촌,2203,374340
686,4,431,동작,2203,115680
687,4,432,이수(총신대입구),2203,969783
688,4,433,사당(4),2203,1144174
689,4,434,남태령,2203,55608
690,5,2511,방화,2203,323756
691,5,2512,개화산,2203,274196
692,5,2513,김포공항(5),2203,375706
693,5,2514,송정,2203,321309
694,5,2515,마곡,2203,498679
695,5,2516,발산,2203,1000074
696,5,2517,우장산,2203,705945
697,5,2518,화곡,2203,1362536
698,5,2519,까치산(5),2203,1413556
699,5,2520,신정,2203,617558
700,5,2521,목동,2203,832842
701,5,2522,오목교,2203,1075840
702,5,2523,양평(5),2203,349014
703,5,2524,영등포구청(5),2203,198468
704,5,2525,영등포시장,2203,505690
705,5,2526,신길(5),2203,208291
706,5,2527,여의도(5),2203,1279363
707,5,2528,여의나루,2203,561503
708,5,2529,마포,2203,664170
709,5,2530,공덕(5),2203,643595
710,5,2531,애오개,2203,318477
711,5,2532,충정로(5),2203,216103
712,5,2533,서대문,2203,846492
713,5,2534,광화문,2203,1354326
714,5,2535,종로3가(5),2203,617660
715,5,2536,을지로4가(5),2203,283032
716,5,2537,동대문역사문화공원(5),2203,138389
717,5,2538,청구(5),2203,188239
718,5,2539,신금호,2203,320014
719,5,2540,행당,2203,371034
720,5,2541,왕십리(5),2203,247955
721,5,2542,마장,2203,276766
722,5,2543,답십리,2203,776837
723,5,2544,장한평,2203,894944
724,5,2545,군자(5),2203,592815
725,5,2546,아차산,2203,771249
726,5,2547,광나루,2203,634530
727,5,2548,천호(5),2203,914660
728,5,2549,강동,2203,902495
729,5,2550,길동,2203,410060
730,5,2551,굽은다리,2203,459259
731,5,2552,명일,2203,432249
732,5,2553,고덕,2203,463798
733,5,2554,상일동,2203,692432
734,5,2555,둔촌동,2203,426513
735,5,2556,올림픽공원(5),2203,197307
736,5,2557,방이,2203,355501
737,5,2558,오금(5),2203,180762
738,5,2559,개롱,2203,317865
739,5,2560,거여,2203,478399
740,5,2561,마천,2203,350549
741,5,2562,강일,2203,196357
742,5,2563,미사,2203,790519
743,5,2564,하남풍산,2203,209308
744,5,2565,하남시청,2203,335408
745,5,2566,하남검단산,2203,291424
746,6,2611,응암,2203,870741
747,6,2612,역촌,2203,205462
748,6,2613,불광(6),2203,216003
749,6,2614,독바위,2203,142538
750,6,2616,구산,2203,333919
751,6,2617,새절,2203,616770
752,6,2618,증산,2203,504059
753,6,2619,디지털미디어시티(6),2203,670261
754,6,2620,월드컵경기장,2203,297204
755,6,2621,마포구청,2203,669852
756,6,2622,망원,2203,740971
757,6,2623,합정(6),2203,663407
758,6,2624,상수,2203,487164
759,6,2625,광흥창,2203,424696
760,6,2626,대흥,2203,419070
761,6,2627,공덕(6),2203,825692
762,6,2628,효창공원앞,2203,334545
763,6,2629,삼각지(6),2203,292516
764,6,2630,녹사평,2203,248691
765,6,2631,이태원,2203,562975
766,6,2632,한강진,2203,443791
767,6,2633,버티고개,2203,102095
768,6,2634,약수(6),2203,175727
769,6,2635,청구(6),2203,188552
770,6,2636,신당(6),2203,401645
771,6,2637,동묘앞(6),2203,416600
772,6,2638,창신,2203,161180
773,6,2639,보문,2203,355511
774,6,2640,안암,2203,631502
775,6,2641,고려대,2203,406046
776,6,2642,월곡,2203,589230
777,6,2643,상월곡,2203,301569
778,6,2644,돌곶이,2203,456928
779,6,2645,석계(6),2203,636193
780,6,2646,태릉입구(6),2203,294368
781,6,2647,화랑대,2203,524471
782,6,2648,봉화산,2203,419780
783,7,2711,장암,2203,79859
784,7,2712,도봉산(7),2203,510494
785,7,2713,수락산,2203,633184
786,7,2714,마들,2203,618959
787,7,2715,노원(7),2203,1003224
788,7,2716,중계,2203,681933
789,7,2717,하계,2203,855120
790,7,2718,공릉,2203,635155
