연번,호선,고유역번호(외부역코드),역명,연월,승하차인원수
791,7,2719,태릉입구(7),2203,427072
792,7,2720,먹골,2203,509743
793,7,2721,중화,2203,533959
794,7,2722,상봉(7),2203,811167
795,7,2723,면목,2203,801455
796,7,2724,사가정,2203,810260
797,7,2725,용마산,2203,302476
798,7,2726,중곡,2203,524467
799,7,2727,군자(7),2203,669077
800,7,2728,어린이대공원,2203,728148
801,7,2729,건대입구(7),2203,668905
802,7,2730,뚝섬유원지,2203,432702
803,7,2731,청담,2203,952921
804,7,2732,강남구청,2203,797247
805,7,2733,학동,2203,1125199
806,7,2734,논현,2203,969816
807,7,2735,반포,2203,281233
808,7,2736,고속터미널(7),2203,703338
809,7,2737,내방,2203,693156
810,7,2738,이수(7),2203,762691
811,7,2739,남성,2203,526552
812,7,2740,숭실대입구,2203,708925
813,7,2741,상도,2203,548055
814,7,2742,장승배기,2203,445125
815,7,2743,신대방삼거리,2203,810674
816,7,2744,보라매,2203,480404
817,7,2745,신풍,2203,568898
818,7,2746,대림(7),2203,407936
819,7,2747,남구로,2203,761766
820,7,2748,가산디지털단지(7),2203,1981272
821,7,2749,철산,2203,1020863
822,7,2750,광명사거리,2203,1103966
823,7,2751,천왕,2203,536152
824,7,2752,온수(7),2203,486682
825,8,2811,암사,2203,866177
826,8,2812,천호(8),2203,793245
827,8,2813,강동구청,2203,508572
828,8,2814,몽촌토성,2203,300205
829,8,2815,잠실(8),2203,745087
830,8,2816,석촌(8),2203,414297
831,8,2817,송파,2203,371113
832,8,2818,가락시장(8),2203,392956
833,8,2819,문정,2203,1013392
834,8,2820,장지,2203,831070
835,8,2821,복정(8),2203,440283
836,8,2822,산성,2203,269304
837,8,2823,남한산성입구,2203,699418
838,8,2824,단대오거리,2203,541670
839,8,2825,신흥,2203,221018
840,8,2826,수진,2203,261752
841,8,2827,모란(8),2203,221890
842,8,2828,남위례,2203,228873
843,9,4126,언주,2203,282134
844,9,4127,선정릉,2203,253799
845,9,4128,삼성중앙,2203,180254
846,9,4129,봉은사,2203,445574
847,9,4130,종합운동장(9),2203,116141
848,9,4131,삼전,2203,211907
849,9,4132,석촌고분,2203,180949
850,9,4133,석촌(9),2203,249598
851,9,4134,송파나루,2203,163620
852,9,4135,한성백제,2203,80137
853,9,4136,올림픽공원(9),2203,182382
854,9,4137,둔촌오륜,2203,37913
855,9,4138,중앙보훈병원,2203,289716
856,1,150,서울역(1),2204,2340003
857,1,151,시청(1),2204,1159393
858,1,152,종각,2204,1720022
859,1,153,종로3가(1),2204,1360957
860,1,154,종로5가,2204,1238006
861,1,155,동대문(1),2204,636898
862,1,156,신설동(1),2204,742981
863,1,157,제기동,2204,979864
864,1,158,청량리,2204,1129222
865,1,159,동묘앞(1),2204,575283
866,2,201,시청(2),2204,1111224
867,2,202,을지로입구,2204,1974377
868,2,203,을지로3가(2),2204,1141953
869,2,204,을지로4가(2),2204,655356
870,2,205,동대문역사문화공원(2),2204,739956
871,2,206,신당(2),2204,795539
872,2,207,상왕십리,2204,747664
873,2,208,왕십리(2),2204,847349
874,2,209,한양대,2204,708755
875,2,210,뚝섬,2204,1289915
876,2,211,성수,2204,2015674
877,2,212,건대입구(2),2204,2177831
878,2,213,구의,2204,1250497
879,2,214,강변,2204,1668802
880,2,215,잠실나루,2204,739382
881,2,216,잠실(2),2204,4335134
882,2,217,잠실새내,2204,1177171
883,2,218,종합운동장(2),2204,661894
884,2,219,삼성,2204,2574748
885,2,220,선릉,2204,2578954
886,2,221,역삼,2204,2580118
887,2,222,강남,2204,4324349
888,2,223,교대(2),2204,1815644
889,2,224,서초,2204,1091423
890,2,225,방배,2204,983680
891,2,226,사당(2),2204,2196187
892,2,227,낙성대,2204,1479025
893,2,228,서울대입구,2204,2610220
894,2,229,봉천,2204,1232267
895,2,230,신림,2204,3420974
896,2,231,신대방,2204,1456040
897,2,232,구로디지털단지,2204,3005189
898,2,233,대림(2),2204,1325236
899,2,234,신도림,2204,2633103
900,2,235,문래,2204,1147483
901,2,236,영등포구청(2),2204,1173078
902,2,237,당산,2204,1104732
903,2,238,합정(2),2204,1803311
904,2,239,홍대입구,2204,3298652
905,2,240,신촌,2204,1839855
906,2,241,이대,2204,766899
907,2,242,아현,2204,555447
908,2,243,충정로(2),2204,529139
909,2,244,용답,2204,180845
910,2,245,신답,2204,94908
911,2,246,신설동(2),2204,206276
912,2,247,도림천,2204,79450
913,2,248,양천구청,2204,373352
914,2,249,신정네거리,2204,564625
915,2,250,용두,2204,130251
916,3,309,지축,2204,264167
917,3,310,구파발,2204,1103193
918,3,311,연신내(3),2204,1964463
919,3,312,불광(3),2204,927653
920,3,313,녹번,2204,790923
921,3,314,홍제,2204,950000
922,3,315,무악재,2204,217987
923,3,316,독립문,2204,414241
924,3,317,경복궁,2204,1237884
925,3,318,안국,2204,1233558
926,3,319,종로3가(3),2204,567605
927,3,320,을지로3가(3),2204,533893
928,3,322,동대입구,2204,535715
929,3,323,약수(3),2204,698375
930,3,324,금호,2204,417959
931,3,325,옥수,2204,510697
932,3,326,압구정,2204,1711340
933,3,327,신사,2204,1675337
934,3,328,잠원,2204,261733
935,3,329,고속터미널(3),2204,2448269
936,3,330,교대(3),2204,605781
937,3,331,남부터미널,2204,1553710
938,3,332,양재,2204,2034818
939,3,333,매봉,2204,622070
940,3,334,도곡,2204,289661
941,3,335,대치,2204,580535
942,3,336,학여울,2204,128442
943,3,337,대청,2204,512627
944,3,338,일원,2204,517953
945,3,339,수서,2204,964748
946,3,340,가락시장(3),2204,471530
947,3,341,경찰병원,2204,372576
948,3,342,오금(3),2204,317536
949,4,409,당고개,2204,489298
950,4,410,상계,2204,1039364
951,4,411,노원(4),2204,1119133
952,4,412,창동,2204,1442960
953,4,413,쌍문,2204,1525485
954,4,414,수유,2204,1863624
955,4,415,미아,2204,814247
956,4,416,미아사거리,2204,1485585
957,4,417,길음,2204,1130849
958,4,418,성신여대입구,2204,1125479
959,4,419,한성대입구,2204,774158
960,4,420,혜화,2204,1827299
961,4,421,동대문(4),2204,1054234
962,4,422,동대문역사문화공원(4),2204,755831
963,4,423,충무로(4),2204,1448121
964,4,424,명동,2204,1102552
965,4,425,회현,2204,1337780
966,4,426,서울역(4),2204,740762
967,4,427,숙대입구,2204,740210
968,4,428,삼각지(4),2204,294027
969,4,429,신용산,2204,861537
970,4,430,이촌,2204,450517
971,4,431,동작,2204,145251
972,4,432,이수(총신대입구),2204,1080582
973,4,433,사당(4),2204,1342144
974,4,434,남태령,2204,65609
975,5,2511,방화,2204,357144
976,5,2512,개화산,2204,299269
977,5,2513,김포공항(5),2204,426963
978,5,2514,송정,2204,351565
979,5,2515,마곡,2204,540689
980,5,2516,발산,2204,1099395
981,5,2517,우장산,2204,779387
982,5,2518,화곡,2204,1484663
983,5,2519,까치산(5),2204,1531237
984,5,2520,신정,2204,674944
985,5,2521,목동,2204,917674
986,5,2522,오목교,2204,1191521
987,5,2523,양평(5),2204,383067
988,5,2524,영등포구청(5),2204,218986
989,5,2525,영등포시장,2204,564432
990,5,2526,신길(5),2204,230668
991,5,2527,여의도(5),2204,1505346
992,5,2528,여의나루,2204,1169864
993,5,2529,마포,2204,747394
994,5,2530,공덕(5),2204,737872
995,5,2531,애오개,2204,352217
996,5,2532,충정로(5),2204,240974
997,5,2533,서대문,2204,960747
998,5,2534,광화문,2204,1538082
999,5,2535,종로3가(5),2204,724423
1000,5,2536,을지로4가(5),2204,318201
1001,5,2537,동대문역사문화공원(5),2204,148589
1002,5,2538,청구(5),2204,203662
1003,5,2539,신금호,2204,353518
1004,5,2540,행당,2204,409244
1005,5,2541,왕십리(5),2204,274346
1006,5,2542,마장,2204,302240
1007,5,2543,답십리,2204,833868
1008,5,2544,장한평,2204,971955
1009,5,2545,군자(5),2204,645881
1010,5,2546,아차산,2204,882823
1011,5,2547,광나루,2204,720840
1012,5,2548,천호(5),2204,1013745
1013,5,2549,강동,2204,983501
1014,5,2550,길동,2204,438033
1015,5,2551,굽은다리,2204,501125
1016,5,2552,명일,2204,481541
1017,5,2553,고덕,2204,509639
1018,5,2554,상일동,2204,763840
1019,5,2555,둔촌동,2204,455719
1020,5,2556,올림픽공원(5),2204,233860
1021,5,2557,방이,2204,387573
1022,5,2558,오금(5),2204,199082
1023,5,2559,개롱,2204,349983
1024,5,2560,거여,2204,531185
1025,5,2561,마천,2204,385368
1026,5,2562,강일,2204,222731
1027,5,2563,미사,2204,887935
1028,5,2564,하남풍산,2204,229695
1029,5,2565,하남시청,2204,376036
1030,5,2566,하남검단산,2204,330875
1031,6,2611,응암,2204,965621
1032,6,2612,역촌,2204,215437
1033,6,2613,불광(6),2204,242220
1034,6,2614,독바위,2204,156417
1035,6,2616,구산,2204,362465
1036,6,2617,새절,2204,690957
1037,6,2618,증산,2204,555615
1038,6,2619,디지털미디어시티(6),2204,746365
1039,6,2620,월드컵경기장,2204,289987
1040,6,2621,마포구청,2204,714125
1041,6,2622,망원,2204,820983
1042,6,2623,합정(6),2204,743776
1043,6,2624,상수,2204,533434
1044,6,2625,광흥창,2204,464096
1045,6,2626,대흥,2204,456482
1046,6,2627,공덕(6),2204,927407
1047,6,2628,효창공원앞,2204,372031
1048,6,2629,삼각지(6),2204,339665
1049,6,2630,녹사평,2204,293448
1050,6,2631,이태원,2204,693895
1051,6,2632,한강진,2204,507519
1052,6,2633,버티고개,2204,115302
1053,6,2634,약수(6),2204,194676
1054,6,2635,청구(6),2204,202495
1055,6,2636,신당(6),2204,464531
1056,6,2637,동묘앞(6),2204,459403
1057,6,2638,창신,2204,177070
1058,6,2639,보문,2204,383554
1059,6,2640,안암,2204,677803
1060,6,2641,고려대,2204,447844
1061,6,2642,월곡,2204,636159
1062,6,2643,상월곡,2204,327948
1063,6,2644,돌곶이,2204,493593
1064,6,2645,석계(6),2204,689650
1065,6,2646,태릉입구(6),2204,324763
1066,6,2647,화랑대,2204,581397
1067,6,2648,봉화산,2204,462663
1068,7,2711,장암,2204,94399
1069,7,2712,도봉산(7),2204,579965
1070,7,2713,수락산,2204,701959
1071,7,2714,마들,2204,672534
1072,7,2715,노원(7),2204,1076591
1073,7,2716,중계,2204,755920
1074,7,2717,하계,2204,950254
1075,7,2718,공릉,2204,692185
1076,7,2719,태릉입구(7),2204,480603
1077,7,2720,먹골,2204,543837
1078,7,2721,중화,2204,579320
1079,7,2722,상봉(7),2204,894013
1080,7,2723,면목,2204,862391
1081,7,2724,사가정,2204,884769
1082,7,2725,용마산,2204,334048
1083,7,2726,중곡,2204,565344
1084,7,2727,군자(7),2204,727173
1085,7,2728,어린이대공원,2204,859304
1086,7,2729,건대입구(7),2204,742082
1087,7,2730,뚝섬유원지,2204,687248
1088,7,2731,청담,2204,1045821
1089,7,2732,강남구청,2204,869636
1090,7,2733,학동,2204,1215388
1091,7,2734,논현,2204,1063003
1092,7,2735,반포,2204,314130
1093,7,2736,고속터미널(7),2204,819779
1094,7,2737,내방,2204,748218
1095,7,2738,이수(7),2204,841690
1096,7,2739,남성,2204,575812
1097,7,2740,숭실대입구,2204,774144
1098,7,2741,상도,2204,590157
1099,7,2742,장승배기,2204,473905
1100,7,2743,신대방삼거리,2204,876835
1101,7,2744,보라매,2204,535436
1102,7,2745,신풍,2204,623626
1103,7,2746,대림(7),2204,443639
1104,7,2747,남구로,2204,814142
1105,7,2748,가산디지털단지(7),2204,2145932
1106,7,2749,철산,2204,1141834
1107,7,2750,광명사거리,2204,1200377
1108,7,2751,천왕,2204,590906
1109,7,2752,온수(7),2204,552936
1110,8,2811,암사,2204,950610
1111,8,2812,천호(8),2204,874555
1112,8,2813,강동구청,2204,548141
1113,8,2814,몽촌토성,2204,351405
1114,8,2815,잠실(8),2204,937807
1115,8,2816,석촌(8),2204,497901
1116,8,2817,송파,2204,434457
1117,8,2818,가락시장(8),2204,435830
1118,8,2819,문정,2204,1096059
1119,8,2820,장지,2204,909719
1120,8,2821,복정(8),2204,492695
1121,8,2822,산성,2204,305590
1122,8,2823,남한산성입구,2204,779066
1123,8,2824,단대오거리,2204,591424
1124,8,2825,신흥,2204,241733
1125,8,2826,수진,2204,285229
1126,8,2827,모란(8),2204,255825
1127,8,2828,남위례,2204,272562
1128,9,4126,언주,2204,311201
1129,9,4127,선정릉,2204,284319
1130,9,4128,삼성중앙,2204,200860
1131,9,4129,봉은사,2204,502149
1132,9,4130,종합운동장(9),2204,137780
1133,9,4131,삼전,2204,227140
1134,9,4132,석촌고분,2204,201444
1135,9,4133,석촌(9),2204,297612
1136,9,4134,송파나루,2204,191267
1137,9,4135,한성백제,2204,93373
1138,9,4136,올림픽공원(9),2204,227266
1139,9,4137,둔촌오륜,2204,41861
1140,9,4138,중앙보훈병원,2204,323773
1141,1,150,서울역(1),2205,2767047
1142,1,151,시청(1),2205,1303216
1143,1,152,종각,2205,1985267
1144,1,153,종로3가(1),2205,1520565
1145,1,154,종로5가,2205,1350508
1146,1,155,동대문(1),2205,707278
1147,1,156,신설동(1),2205,796498
1148,1,157,제기동,2205,1036805
1149,1,158,청량리,2205,1242639
1150,1,159,동묘앞(1),2205,627918
1151,2,201,시청(2),2205,1235649
1152,2,202,을지로입구,2205,2223928
1153,2,203,을지로3가(2),2205,1274176
1154,2,204,을지로4가(2),2205,708776
1155,2,205,동대문역사문화공원(2),2205,832339
1156,2,206,신당(2),2205,852428
1157,2,207,상왕십리,2205,809856
1158,2,208,왕십리(2),2205,946767
1159,2,209,한양대,2205,850333
1160,2,210,뚝섬,2205,1342393
1161,2,211,성수,2205,2160388
1162,2,212,건대입구(2),2205,2409466
1163,2,213,구의,2205,1333922
1164,2,214,강변,2205,1938983
1165,2,215,잠실나루,2205,815225
1166,2,216,잠실(2),2205,4380830
1167,2,217,잠실새내,2205,1290105
1168,2,218,종합운동장(2),2205,913850
1169,2,219,삼성,2205,2887191
1170,2,220,선릉,2205,2798331
1171,2,221,역삼,2205,2798202
1172,2,222,강남,2205,4710233
1173,2,223,교대(2),2205,1979870
1174,2,224,서초,2205,1186801
1175,2,225,방배,2205,1068585
1176,2,226,사당(2),2205,2472075
1177,2,227,낙성대,2205,1608307
1178,2,228,서울대입구,2205,2813426
1179,2,229,봉천,2205,1318615
1180,2,230,신림,2205,3685454
1181,2,231,신대방,2205,1559935
1182,2,232,구로디지털단지,2205,3254307
1183,2,233,대림(2),2205,1448459
1184,2,234,신도림,2205,2897439
1185,2,235,문래,2205,1233429
1186,2,236,영등포구청(2),2205,1245142
1187,2,237,당산,2205,1192248
1188,2,238,합정(2),2205,1996039
1189,2,239,홍대입구,2205,3889773
1190,2,240,신촌,2205,2109407
1191,2,241,이대,2205,858117
1192,2,242,아현,2205,604726
1193,2,243,충정로(2),2205,570625
1194,2,244,용답,2205,191116
1195,2,245,신답,2205,102936
1196,2,246,신설동(2),2205,219883
1197,2,247,도림천,2205,77548
1198,2,248,양천구청,2205,410906
1199,2,249,신정네거리,2205,619423
1200,2,250,용두,2205,137172
1201,3,309,지축,2205,293781
1202,3,310,구파발,2205,1244129
1203,3,311,연신내(3),2205,2123950
1204,3,312,불광(3),2205,1024351
1205,3,313,녹번,2205,858178
1206,3,314,홍제,2205,1040631
1207,3,315,무악재,2205,237163
1208,3,316,독립문,2205,467059
1209,3,317,경복궁,2205,1722421
1210,3,318,안국,2205,1465682
1211,3,319,종로3가(3),2205,629013
1212,3,320,을지로3가(3),2205,596252
1213,3,322,동대입구,2205,570912
1214,3,323,약수(3),2205,756446
1215,3,324,금호,2205,450906
1216,3,325,옥수,2205,561907
1217,3,326,압구정,2205,1869988
1218,3,327,신사,2205,1812919
1219,3,328,잠원,2205,286917
1220,3,329,고속터미널(3),2205,2907989
1221,3,330,교대(3),2205,667252
1222,3,331,남부터미널,2205,1727340
1223,3,332,양재,2205,2232884
1224,3,333,매봉,2205,674436
1225,3,334,도곡,2205,314054
1226,3,335,대치,2205,650592
1227,3,336,학여울,2205,170488
1228,3,337,대청,2205,557600
1229,3,338,일원,2205,568665
1230,3,339,수서,2205,1060775
1231,3,340,가락시장(3),2205,511298
1232,3,341,경찰병원,2205,402102
1233,3,342,오금(3),2205,342347
1234,4,409,당고개,2205,534878
1235,4,410,상계,2205,1121357
1236,4,411,노원(4),2205,1243244
1237,4,412,창동,2205,1582495
1238,4,413,쌍문,2205,1646754
1239,4,414,수유,2205,2026929
1240,4,415,미아,2205,876158
1241,4,416,미아사거리,2205,1614568
1242,4,417,길음,2205,1273633
1243,4,418,성신여대입구,2205,1249610
1244,4,419,한성대입구,2205,869472
1245,4,420,혜화,2205,2125352
1246,4,421,동대문(4),2205,1160456
1247,4,422,동대문역사문화공원(4),2205,849990
1248,4,423,충무로(4),2205,1556695
1249,4,424,명동,2205,1270961
1250,4,425,회현,2205,1500203
1251,4,426,서울역(4),2205,875094
1252,4,427,숙대입구,2205,825683
1253,4,428,삼각지(4),2205,349119
1254,4,429,신용산,2205,1025158
1255,4,430,이촌,2205,594334
1256,4,431,동작,2205,149627
1257,4,432,이수(총신대입구),2205,1186501
1258,4,433,사당(4),2205,1510679
1259,4,434,남태령,2205,76093
1260,5,2511,방화,2205,391485
1261,5,2512,개화산,2205,322899
1262,5,2513,김포공항(5),2205,486946
1263,5,2514,송정,2205,378883
1264,5,2515,마곡,2205,586377
1265,5,2516,발산,2205,1205626
1266,5,2517,우장산,2205,848463
1267,5,2518,화곡,2205,1600168
1268,5,2519,까치산(5),2205,1648636
1269,5,2520,신정,2205,724611
1270,5,2521,목동,2205,998657
1271,5,2522,오목교,2205,1305528
1272,5,2523,양평(5),2205,402221
1273,5,2524,영등포구청(5),2205,234410
1274,5,2525,영등포시장,2205,607056
1275,5,2526,신길(5),2205,244323
1276,5,2527,여의도(5),2205,1560412
1277,5,2528,여의나루,2205,1104607
1278,5,2529,마포,2205,794693
1279,5,2530,공덕(5),2205,797389
1280,5,2531,애오개,2205,374077
1281,5,2532,충정로(5),2205,251614
1282,5,2533,서대문,2205,1055575
1283,5,2534,광화문,2205,1771165
1284,5,2535,종로3가(5),2205,839188
1285,5,2536,을지로4가(5),2205,343519
1286,5,2537,동대문역사문화공원(5),2205,160143
1287,5,2538,청구(5),2205,219444
1288,5,2539,신금호,2205,381949
1289,5,2540,행당,2205,444482
1290,5,2541,왕십리(5),2205,297492
1291,5,2542,마장,2205,328602
1292,5,2543,답십리,2205,895612
1293,5,2544,장한평,2205,1034396
1294,5,2545,군자(5),2205,702228
1295,5,2546,아차산,2205,947072
1296,5,2547,광나루,2205,797813
1297,5,2548,천호(5),2205,1129281
1298,5,2549,강동,2205,1052331
1299,5,2550,길동,2205,474910
1300,5,2551,굽은다리,2205,558113
1301,5,2552,명일,2205,527278
1302,5,2553,고덕,2205,562134
1303,5,2554,상일동,2205,833107
1304,5,2555,둔촌동,2205,483796
1305,5,2556,올림픽공원(5),2205,275787
1306,5,2557,방이,2205,420370
1307,5,2558,오금(5),2205,214007
1308,5,2559,개롱,2205,380877
1309,5,2560,거여,2205,584144
1310,5,2561,마천,2205,421377
1311,5,2562,강일,2205,253843
1312,5,2563,미사,2205,971471
1313,5,2564,하남풍산,2205,247367
1314,5,2565,하남시청,2205,419618
1315,5,2566,하남검단산,2205,372652
1316,6,2611,응암,2205,1021034
1317,6,2612,역촌,2205,233231
1318,6,2613,불광(6),2205,264444
1319,6,2614,독바위,2205,167434
1320,6,2616,구산,2205,387755
1321,6,2617,새절,2205,735190
1322,6,2618,증산,2205,593450
1323,6,2619,디지털미디어시티(6),2205,830650
1324,6,2620,월드컵경기장,2205,373402
1325,6,2621,마포구청,2205,777594
1326,6,2622,망원,2205,890379
1327,6,2623,합정(6),2205,826377
1328,6,2624,상수,2205,603467
1329,6,2625,광흥창,2205,509867
1330,6,2626,대흥,2205,507454
1331,6,2627,공덕(6),2205,1015900
1332,6,2628,효창공원앞,2205,408856
1333,6,2629,삼각지(6),2205,413664
1334,6,2630,녹사평,2205,336464
1335,6,2631,이태원,2205,809838
1336,6,2632,한강진,2205,590845
1337,6,2633,버티고개,2205,128886
1338,6,2634,약수(6),2205,211364
1339,6,2635,청구(6),2205,212311
1340,6,2636,신당(6),2205,494671
1341,6,2637,동묘앞(6),2205,510563
1342,6,2638,창신,2205,192797
1343,6,2639,보문,2205,423302
1344,6,2640,안암,2205,811649
1345,6,2641,고려대,2205,509071
1346,6,2642,월곡,2205,697129
1347,6,2643,상월곡,2205,362857
1348,6,2644,돌곶이,2205,537547
1349,6,2645,석계(6),2205,752411
1350,6,2646,태릉입구(6),2205,420844
1351,6,2647,화랑대,2205,640461
1352,6,2648,봉화산,2205,503234
1353,7,2711,장암,2205,103344
1354,7,2712,도봉산(7),2205,633332
1355,7,2713,수락산,2205,767994
1356,7,2714,마들,2205,730064
1357,7,2715,노원(7),2205,1198634
1358,7,2716,중계,2205,819126
1359,7,2717,하계,2205,1027131
1360,7,2718,공릉,2205,744316
1361,7,2719,태릉입구(7),2205,612415
1362,7,2720,먹골,2205,595272
1363,7,2721,중화,2205,633265
1364,7,2722,상봉(7),2205,974861
1365,7,2723,면목,2205,920080
1366,7,2724,사가정,2205,954259
1367,7,2725,용마산,2205,357602
1368,7,2726,중곡,2205,607200
1369,7,2727,군자(7),2205,780860
1370,7,2728,어린이대공원,2205,982753
1371,7,2729,건대입구(7),2205,827908
1372,7,2730,뚝섬유원지,2205,778982
1373,7,2731,청담,2205,1128785
1374,7,2732,강남구청,2205,931166
1375,7,2733,학동,2205,1293212
1376,7,2734,논현,2205,1135763
1377,7,2735,반포,2205,346472
1378,7,2736,고속터미널(7),2205,943840
1379,7,2737,내방,2205,815259
1380,7,2738,이수(7),2205,925772
1381,7,2739,남성,2205,626883
1382,7,2740,숭실대입구,2205,839642
1383,7,2741,상도,2205,654800
1384,7,2742,장승배기,2205,514802
1385,7,2743,신대방삼거리,2205,937854
1386,7,2744,보라매,2205,577402
1387,7,2745,신풍,2205,675514
1388,7,2746,대림(7),2205,502440
1389,7,2747,남구로,2205,872942
1390,7,2748,가산디지털단지(7),2205,2262202
1391,7,2749,철산,2205,1249492
1392,7,2750,광명사거리,2205,1285183
1393,7,2751,천왕,2205,637177
1394,7,2752,온수(7),2205,593504
1395,8,2811,암사,2205,1020450
1396,8,2812,천호(8),2205,943770
1397,8,2813,강동구청,2205,589014
1398,8,2814,몽촌토성,2205,398490
1399,8,2815,잠실(8),2205,954581
1400,8,2816,석촌(8),2205,488980
1401,8,2817,송파,2205,479219
1402,8,2818,가락시장(8),2205,460983
1403,8,2819,문정,2205,1146315
1404,8,2820,장지,2205,975736
1405,8,2821,복정(8),2205,533034
1406,8,2822,산성,2205,331054
1407,8,2823,남한산성입구,2205,837579
1408,8,2824,단대오거리,2205,637959
1409,8,2825,신흥,2205,264993
1410,8,2826,수진,2205,304469
1411,8,2827,모란(8),2205,270017
1412,8,2828,남위례,2205,312979
1413,9,4126,언주,2205,334409
1414,9,4127,선정릉,2205,309929
1415,9,4128,삼성중앙,2205,222350
1416,9,4129,봉은사,2205,583817
1417,9,4130,종합운동장(9),2205,156357
1418,9,4131,삼전,2205,245594
1419,9,4132,석촌고분,2205,215204
1420,9,4133,석촌(9),2205,308062
1421,9,4134,송파나루,2205,192815
1422,9,4135,한성백제,2205,102740
1423,9,4136,올림픽공원(9),2205,279159
1424,9,4137,둔촌오륜,2205,43423
1425,9,4138,중앙보훈병원,2205,355023
1426,1,150,서울역(1),2206,2665079
1427,1,151,시청(1),2206,1244681
1428,1,152,종각,2206,1910100
1429,1,153,종로3가(1),2206,1445161
1430,1,154,종로5가,2206,1301324
1431,1,155,동대문(1),2206,653203
1432,1,156,신설동(1),2206,742800
1433,1,157,제기동,2206,978243
1434,1,158,청량리,2206,1154693
1435,1,159,동묘앞(1),2206,555894
1436,2,201,시청(2),2206,1173848
1437,2,202,을지로입구,2206,2163977
1438,2,203,을지로3가(2),2206,1226979
1439,2,204,을지로4가(2),2206,689279
1440,2,205,동대문역사문화공원(2),2206,809578
1441,2,206,신당(2),2206,807946
1442,2,207,상왕십리,2206,778072
1443,2,208,왕십리(2),2206,864355
1444,2,209,한양대,2206,594521
1445,2,210,뚝섬,2206,1269646
1446,2,211,성수,2206,2052118
1447,2,212,건대입구(2),2206,2152687
1448,2,213,구의,2206,1276225
1449,2,214,강변,2206,1834444
1450,2,215,잠실나루,2206,775570
1451,2,216,잠실(2),2206,4089302
1452,2,217,잠실새내,2206,1228210
1453,2,218,종합운동장(2),2206,842491
1454,2,219,삼성,2206,2918807
1455,2,220,선릉,2206,2736874
1456,2,221,역삼,2206,2782521
1457,2,222,강남,2206,4397082
1458,2,223,교대(2),2206,1905425
1459,2,224,서초,2206,1146701
1460,2,225,방배,2206,961030
1461,2,226,사당(2),2206,2377674
1462,2,227,낙성대,2206,1527288
1463,2,228,서울대입구,2206,2596833
1464,2,229,봉천,2206,1284414
1465,2,230,신림,2206,3289735
1466,2,231,신대방,2206,1438213
1467,2,232,구로디지털단지,2206,3147180
1468,2,233,대림(2),2206,1388268
1469,2,234,신도림,2206,2759510
1470,2,235,문래,2206,1192611
1471,2,236,영등포구청(2),2206,1186449
1472,2,237,당산,2206,1099935
1473,2,238,합정(2),2206,1883089
1474,2,239,홍대입구,2206,3600446
1475,2,240,신촌,2206,1981355
1476,2,241,이대,2206,790389
1477,2,242,아현,2206,572799
1478,2,243,충정로(2),2206,544878
1479,2,244,용답,2206,170036
1480,2,245,신답,2206,99407
1481,2,246,신설동(2),2206,209376
1482,2,247,도림천,2206,75503
1483,2,248,양천구청,2206,394917
1484,2,249,신정네거리,2206,587890
1485,2,250,용두,2206,132001
1486,3,309,지축,2206,283295
1487,3,310,구파발,2206,1172381
1488,3,311,연신내(3),2206,1998845
1489,3,312,불광(3),2206,960230
1490,3,313,녹번,2206,813421
1491,3,314,홍제,2206,967054
1492,3,315,무악재,2206,223784
1493,3,316,독립문,2206,423723
1494,3,317,경복궁,2206,1499283
1495,3,318,안국,2206,1340462
1496,3,319,종로3가(3),2206,600537
1497,3,320,을지로3가(3),2206,569389
1498,3,322,동대입구,2206,525143
1499,3,323,약수(3),2206,717554
1500,3,324,금호,2206,432251
1501,3,325,옥수,2206,529839
1502,3,326,압구정,2206,1834286
1503,3,327,신사,2206,1632065
1504,3,328,잠원,2206,266899
1505,3,329,고속터미널(3),2206,2706498
1506,3,330,교대(3),2206,633145
1507,3,331,남부터미널,2206,1636392
1508,3,332,양재,2206,2085509
1509,3,333,매봉,2206,651425
1510,3,334,도곡,2206,296292
1511,3,335,대치,2206,625959
1512,3,336,학여울,2206,133673
1513,3,337,대청,2206,542535
1514,3,338,일원,2206,555319
1515,3,339,수서,2206,1017618
1516,3,340,가락시장(3),2206,488226
1517,3,341,경찰병원,2206,389700
1518,3,342,오금(3),2206,323440
1519,4,409,당고개,2206,492516
1520,4,410,상계,2206,1040004
1521,4,411,노원(4),2206,1143299
1522,4,412,창동,2206,1485924
1523,4,413,쌍문,2206,1543523
1524,4,414,수유,2206,1895476
1525,4,415,미아,2206,820446
1526,4,416,미아사거리,2206,1513811
1527,4,417,길음,2206,1168038
1528,4,418,성신여대입구,2206,1136694
1529,4,419,한성대입구,2206,772053
1530,4,420,혜화,2206,1903929
1531,4,421,동대문(4),2206,1104988
1532,4,422,동대문역사문화공원(4),2206,825324
1533,4,423,충무로(4),2206,1448366
1534,4,424,명동,2206,1195898
1535,4,425,회현,2206,1401246
1536,4,426,서울역(4),2206,840180
1537,4,427,숙대입구,2206,755889
1538,4,428,삼각지(4),2206,344916
1539,4,429,신용산,2206,1002739
1540,4,430,이촌,2206,558058
1541,4,431,동작,2206,136984
1542,4,432,이수(총신대입구),2206,1115651
1543,4,433,사당(4),2206,1415902
1544,4,434,남태령,2206,72875
1545,5,2511,방화,2206,372178
1546,5,2512,개화산,2206,311645
