연번,호선,고유역번호(외부역코드),역명,연월,승하차인원수
1348,6,2644,돌곶이,2305,585452
1349,6,2645,석계(6),2305,774831
1350,6,2646,태릉입구(6),2305,473645
1351,6,2647,화랑대,2305,675918
1352,6,2648,봉화산,2305,519458
1353,7,2711,장암,2305,117800
1354,7,2712,도봉산(7),2305,629111
1355,7,2713,수락산,2305,777718
1356,7,2714,마들,2305,765574
1357,7,2715,노원(7),2305,1272672
1358,7,2716,중계,2305,865643
1359,7,2717,하계,2305,1083751
1360,7,2718,공릉,2305,753882
1361,7,2719,태릉입구(7),2305,707096
1362,7,2720,먹골,2305,645698
1363,7,2721,중화,2305,674288
1364,7,2722,상봉(7),2305,1006006
1365,7,2723,면목,2305,932863
1366,7,2724,사가정,2305,986666
1367,7,2725,용마산,2305,355850
1368,7,2726,중곡,2305,622381
1369,7,2727,군자(7),2305,809932
1370,7,2728,어린이대공원,2305,1136686
1371,7,2729,건대입구(7),2305,888407
1372,7,2730,뚝섬유원지,2305,726487
1373,7,2731,청담,2305,1155414
1374,7,2732,강남구청,2305,980930
1375,7,2733,학동,2305,1320451
1376,7,2734,논현,2305,1016396
1377,7,2735,반포,2305,371256
1378,7,2736,고속터미널(7),2305,992035
1379,7,2737,내방,2305,854044
1380,7,2738,이수(7),2305,934501
1381,7,2739,남성,2305,670630
1382,7,2740,숭실대입구,2305,943984
1383,7,2741,상도,2305,744862
1384,7,2742,장승배기,2305,541011
1385,7,2743,신대방삼거리,2305,875758
1386,7,2744,보라매,2305,434436
1387,7,2745,신풍,2305,675726
1388,7,2746,대림(7),2305,556032
1389,7,2747,남구로,2305,880589
1390,7,2748,가산디지털단지(7),2305,2330598
1391,7,2749,철산,2305,1277005
1392,7,2750,광명사거리,2305,1247354
1393,7,2751,천왕,2305,664444
1394,7,2752,온수(7),2305,594068
1395,8,2811,암사,2305,1043217
1396,8,2812,천호(8),2305,948206
1397,8,2813,강동구청,2305,615875
1398,8,2814,몽촌토성,2305,425074
1399,8,2815,잠실(8),2305,1021865
1400,8,2816,석촌(8),2305,501080
1401,8,2817,송파,2305,535398
1402,8,2818,가락시장(8),2305,470081
1403,8,2819,문정,2305,1157881
1404,8,2820,장지,2305,993529
1405,8,2821,복정(8),2305,520667
1406,8,2822,산성,2305,324550
1407,8,2823,남한산성입구,2305,831360
1408,8,2824,단대오거리,2305,740600
1409,8,2825,신흥,2305,322507
1410,8,2826,수진,2305,319961
1411,8,2827,모란(8),2305,286053
1412,8,2828,남위례,2305,416120
1413,9,4126,언주,2305,358727
1414,9,4127,선정릉,2305,329234
1415,9,4128,삼성중앙,2305,250133
1416,9,4129,봉은사,2305,709411
1417,9,4130,종합운동장(9),2305,169217
1418,9,4131,삼전,2305,262051
1419,9,4132,석촌고분,2305,241422
1420,9,4133,석촌(9),2305,330671
1421,9,4134,송파나루,2305,202648
1422,9,4135,한성백제,2305,117523
1423,9,4136,올림픽공원(9),2305,336905
1424,9,4137,둔촌오륜,2305,43764
1425,9,4138,중앙보훈병원,2305,394834
1426,1,150,서울역(1),2306,3063838
1427,1,151,시청(1),2306,1495034
1428,1,152,종각,2306,2158528
1429,1,153,종로3가(1),2306,1515843
1430,1,154,종로5가,2306,1453893
1431,1,155,동대문(1),2306,697114
1432,1,156,신설동(1),2306,804558
1433,1,157,제기동,2306,1026826
1434,1,158,청량리,2306,1216937
1435,1,159,동묘앞(1),2306,610286
1436,2,201,시청(2),2306,1410642
1437,2,202,을지로입구,2306,2721946
1438,2,203,을지로3가(2),2306,1381481
1439,2,204,을지로4가(2),2306,807136
1440,2,205,동대문역사문화공원(2),2306,950257
1441,2,206,신당(2),2306,885226
1442,2,207,상왕십리,2306,822960
1443,2,208,왕십리(2),2306,877914
1444,2,209,한양대,2306,673614
1445,2,210,뚝섬,2306,1408536
1446,2,211,성수,2306,2323703
1447,2,212,건대입구(2),2306,2256185
1448,2,213,구의,2306,1373166
1449,2,214,강변,2306,1828326
1450,2,215,잠실나루,2306,852341
1451,2,216,잠실(2),2306,4428974
1452,2,217,잠실새내,2306,1373088
1453,2,218,종합운동장(2),2306,1143901
1454,2,219,삼성,2306,3205131
1455,2,220,선릉,2306,2912239
1456,2,221,역삼,2306,2925415
1457,2,222,강남,2306,4493008
1458,2,223,교대(2),2306,1910699
1459,2,224,서초,2306,1234559
1460,2,225,방배,2306,1006299
1461,2,226,사당(2),2306,2491521
1462,2,227,낙성대,2306,1590085
1463,2,228,서울대입구,2306,2706347
1464,2,229,봉천,2306,1351586
1465,2,230,신림,2306,3262460
1466,2,231,신대방,2306,1490195
1467,2,232,구로디지털단지,2306,3275718
1468,2,233,대림(2),2306,1458992
1469,2,234,신도림,2306,2909367
1470,2,235,문래,2306,1252999
1471,2,236,영등포구청(2),2306,1246412
1472,2,237,당산,2306,1168488
1473,2,238,합정(2),2306,2026895
1474,2,239,홍대입구,2306,4224200
1475,2,240,신촌,2306,2296161
1476,2,241,이대,2306,985019
1477,2,242,아현,2306,620063
1478,2,243,충정로(2),2306,588700
1479,2,244,용답,2306,178870
1480,2,245,신답,2306,103571
1481,2,246,신설동(2),2306,224137
1482,2,247,도림천,2306,75132
1483,2,248,양천구청,2306,418442
1484,2,249,신정네거리,2306,613741
1485,2,250,용두,2306,143545
1486,3,309,지축,2306,387161
1487,3,310,구파발,2306,1257466
1488,3,311,연신내(3),2306,2004326
1489,3,312,불광(3),2306,1012859
1490,3,313,녹번,2306,869860
1491,3,314,홍제,2306,1036324
1492,3,315,무악재,2306,254916
1493,3,316,독립문,2306,456382
1494,3,317,경복궁,2306,1467527
1495,3,318,안국,2306,1524709
1496,3,319,종로3가(3),2306,673338
1497,3,320,을지로3가(3),2306,665044
1498,3,322,동대입구,2306,625504
1499,3,323,약수(3),2306,764587
1500,3,324,금호,2306,458291
1501,3,325,옥수,2306,547412
1502,3,326,압구정,2306,1944131
1503,3,327,신사,2306,1662028
1504,3,328,잠원,2306,286486
1505,3,329,고속터미널(3),2306,2868709
1506,3,330,교대(3),2306,744161
1507,3,331,남부터미널,2306,1708264
1508,3,332,양재,2306,2172613
1509,3,333,매봉,2306,684008
1510,3,334,도곡,2306,304380
1511,3,335,대치,2306,690459
1512,3,336,학여울,2306,140769
1513,3,337,대청,2306,589240
1514,3,338,일원,2306,614769
1515,3,339,수서,2306,1106524
1516,3,340,가락시장(3),2306,516140
1517,3,341,경찰병원,2306,419401
1518,3,342,오금(3),2306,359270
1519,4,409,당고개,2306,541254
1520,4,410,상계,2306,1098207
1521,4,411,노원(4),2306,1204363
1522,4,412,창동,2306,1534197
1523,4,413,쌍문,2306,1627039
1524,4,414,수유,2306,2008322
1525,4,415,미아,2306,875191
1526,4,416,미아사거리,2306,1561228
1527,4,417,길음,2306,1247039
1528,4,418,성신여대입구,2306,1232185
1529,4,419,한성대입구,2306,822941
1530,4,420,혜화,2306,2089432
1531,4,421,동대문(4),2306,1203353
1532,4,422,동대문역사문화공원(4),2306,1028791
1533,4,423,충무로(4),2306,1710131
1534,4,424,명동,2306,1955073
1535,4,425,회현,2306,1601971
1536,4,426,서울역(4),2306,974635
1537,4,427,숙대입구,2306,845232
1538,4,428,삼각지(4),2306,387476
1539,4,429,신용산,2306,1148923
1540,4,430,이촌,2306,616501
1541,4,431,동작,2306,148253
1542,4,432,이수(총신대입구),2306,1167158
1543,4,433,사당(4),2306,1503076
1544,4,434,남태령,2306,74600
1545,5,2511,방화,2306,396325
1546,5,2512,개화산,2306,332591
1547,5,2513,김포공항(5),2306,488538
1548,5,2514,송정,2306,368304
1549,5,2515,마곡,2306,626607
1550,5,2516,발산,2306,1252237
1551,5,2517,우장산,2306,844862
1552,5,2518,화곡,2306,1631058
1553,5,2519,까치산(5),2306,1629288
1554,5,2520,신정,2306,716947
1555,5,2521,목동,2306,997928
1556,5,2522,오목교,2306,1283867
1557,5,2523,양평(5),2306,408439
1558,5,2524,영등포구청(5),2306,256883
1559,5,2525,영등포시장,2306,654978
1560,5,2526,신길(5),2306,271169
1561,5,2527,여의도(5),2306,1612042
1562,5,2528,여의나루,2306,926646
1563,5,2529,마포,2306,830254
1564,5,2530,공덕(5),2306,831565
1565,5,2531,애오개,2306,385984
1566,5,2532,충정로(5),2306,249660
1567,5,2533,서대문,2306,1102745
1568,5,2534,광화문,2306,1868731
1569,5,2535,종로3가(5),2306,884460
1570,5,2536,을지로4가(5),2306,375448
1571,5,2537,동대문역사문화공원(5),2306,185106
1572,5,2538,청구(5),2306,218675
1573,5,2539,신금호,2306,381620
1574,5,2540,행당,2306,450441
1575,5,2541,왕십리(5),2306,285214
1576,5,2542,마장,2306,327234
1577,5,2543,답십리,2306,897212
1578,5,2544,장한평,2306,1090312
1579,5,2545,군자(5),2306,718476
1580,5,2546,아차산,2306,877731
1581,5,2547,광나루,2306,778549
1582,5,2548,천호(5),2306,1118801
1583,5,2549,강동,2306,1038162
1584,5,2550,길동,2306,482278
1585,5,2551,굽은다리,2306,551497
1586,5,2552,명일,2306,530275
1587,5,2553,고덕,2306,578942
1588,5,2554,상일동,2306,818433
1589,5,2555,둔촌동,2306,515144
1590,5,2556,올림픽공원(5),2306,316005
1591,5,2557,방이,2306,430925
1592,5,2558,오금(5),2306,213312
1593,5,2559,개롱,2306,387736
1594,5,2560,거여,2306,580231
1595,5,2561,마천,2306,430964
1596,5,2562,강일,2306,305926
1597,5,2563,미사,2306,1018398
1598,5,2564,하남풍산,2306,258238
1599,5,2565,하남시청,2306,454314
1600,5,2566,하남검단산,2306,384449
1601,6,2611,응암,2306,1020985
1602,6,2612,역촌,2306,242933
1603,6,2613,불광(6),2306,272117
1604,6,2614,독바위,2306,165958
1605,6,2616,구산,2306,403453
1606,6,2617,새절,2306,719869
1607,6,2618,증산,2306,583451
1608,6,2619,디지털미디어시티(6),2306,873362
1609,6,2620,월드컵경기장,2306,365765
1610,6,2621,마포구청,2306,798278
1611,6,2622,망원,2306,907703
1612,6,2623,합정(6),2306,814741
1613,6,2624,상수,2306,645131
1614,6,2625,광흥창,2306,525081
1615,6,2626,대흥,2306,554116
1616,6,2627,공덕(6),2306,1057169
1617,6,2628,효창공원앞,2306,420380
1618,6,2629,삼각지(6),2306,420871
1619,6,2630,녹사평,2306,315466
1620,6,2631,이태원,2306,752652
1621,6,2632,한강진,2306,665426
1622,6,2633,버티고개,2306,128499
1623,6,2634,약수(6),2306,218390
1624,6,2635,청구(6),2306,221533
1625,6,2636,신당(6),2306,513409
1626,6,2637,동묘앞(6),2306,503522
1627,6,2638,창신,2306,191752
1628,6,2639,보문,2306,442371
1629,6,2640,안암,2306,737704
1630,6,2641,고려대,2306,502120
1631,6,2642,월곡,2306,688969
1632,6,2643,상월곡,2306,369245
1633,6,2644,돌곶이,2306,563896
1634,6,2645,석계(6),2306,731087
1635,6,2646,태릉입구(6),2306,356728
1636,6,2647,화랑대,2306,625779
1637,6,2648,봉화산,2306,505896
1638,7,2711,장암,2306,115659
1639,7,2712,도봉산(7),2306,601466
1640,7,2713,수락산,2306,756901
1641,7,2714,마들,2306,744098
1642,7,2715,노원(7),2306,1217603
1643,7,2716,중계,2306,828396
1644,7,2717,하계,2306,1023307
1645,7,2718,공릉,2306,696187
1646,7,2719,태릉입구(7),2306,535049
1647,7,2720,먹골,2306,595237
1648,7,2721,중화,2306,616342
1649,7,2722,상봉(7),2306,979281
1650,7,2723,면목,2306,882333
1651,7,2724,사가정,2306,948747
1652,7,2725,용마산,2306,347641
1653,7,2726,중곡,2306,610597
1654,7,2727,군자(7),2306,797869
1655,7,2728,어린이대공원,2306,948077
1656,7,2729,건대입구(7),2306,834849
1657,7,2730,뚝섬유원지,2306,595508
1658,7,2731,청담,2306,1133776
1659,7,2732,강남구청,2306,974487
1660,7,2733,학동,2306,1318684
1661,7,2734,논현,2306,1011622
1662,7,2735,반포,2306,362246
1663,7,2736,고속터미널(7),2306,940369
1664,7,2737,내방,2306,828923
1665,7,2738,이수(7),2306,919550
1666,7,2739,남성,2306,646238
1667,7,2740,숭실대입구,2306,810397
1668,7,2741,상도,2306,689197
1669,7,2742,장승배기,2306,525437
1670,7,2743,신대방삼거리,2306,852560
1671,7,2744,보라매,2306,413324
1672,7,2745,신풍,2306,653451
1673,7,2746,대림(7),2306,540982
1674,7,2747,남구로,2306,864127
1675,7,2748,가산디지털단지(7),2306,2312436
1676,7,2749,철산,2306,1239417
1677,7,2750,광명사거리,2306,1203218
1678,7,2751,천왕,2306,652000
1679,7,2752,온수(7),2306,565651
1680,8,2811,암사,2306,1024942
1681,8,2812,천호(8),2306,928933
1682,8,2813,강동구청,2306,605155
1683,8,2814,몽촌토성,2306,391703
1684,8,2815,잠실(8),2306,993478
1685,8,2816,석촌(8),2306,491012
1686,8,2817,송파,2306,525651
1687,8,2818,가락시장(8),2306,468140
1688,8,2819,문정,2306,1167804
1689,8,2820,장지,2306,965757
1690,8,2821,복정(8),2306,501706
1691,8,2822,산성,2306,316109
1692,8,2823,남한산성입구,2306,776544
1693,8,2824,단대오거리,2306,703572
1694,8,2825,신흥,2306,311082
1695,8,2826,수진,2306,307570
1696,8,2827,모란(8),2306,266858
1697,8,2828,남위례,2306,409069
1698,9,4126,언주,2306,367341
1699,9,4127,선정릉,2306,331747
1700,9,4128,삼성중앙,2306,250536
1701,9,4129,봉은사,2306,734292
1702,9,4130,종합운동장(9),2306,178404
1703,9,4131,삼전,2306,259801
1704,9,4132,석촌고분,2306,241309
1705,9,4133,석촌(9),2306,325723
1706,9,4134,송파나루,2306,200624
1707,9,4135,한성백제,2306,112620
1708,9,4136,올림픽공원(9),2306,339902
1709,9,4137,둔촌오륜,2306,44236
1710,9,4138,중앙보훈병원,2306,395363
1711,1,150,서울역(1),2307,3066016
1712,1,151,시청(1),2307,1455473
1713,1,152,종각,2307,2222427
1714,1,153,종로3가(1),2307,1469693
1715,1,154,종로5가,2307,1426730
1716,1,155,동대문(1),2307,681355
1717,1,156,신설동(1),2307,793154
1718,1,157,제기동,2307,976497
1719,1,158,청량리,2307,1169628
1720,1,159,동묘앞(1),2307,554589
1721,2,201,시청(2),2307,1399533
1722,2,202,을지로입구,2307,2789496
1723,2,203,을지로3가(2),2307,1407828
1724,2,204,을지로4가(2),2307,795567
1725,2,205,동대문역사문화공원(2),2307,959215
1726,2,206,신당(2),2307,876089
1727,2,207,상왕십리,2307,819783
1728,2,208,왕십리(2),2307,865106
1729,2,209,한양대,2307,502549
1730,2,210,뚝섬,2307,1378910
1731,2,211,성수,2307,2384866
1732,2,212,건대입구(2),2307,2205101
1733,2,213,구의,2307,1373318
1734,2,214,강변,2307,1827204
1735,2,215,잠실나루,2307,838645
1736,2,216,잠실(2),2307,4662160
1737,2,217,잠실새내,2307,1382865
1738,2,218,종합운동장(2),2307,883204
1739,2,219,삼성,2307,3359622
1740,2,220,선릉,2307,2961113
1741,2,221,역삼,2307,2989493
1742,2,222,강남,2307,4737548
1743,2,223,교대(2),2307,1882053
1744,2,224,서초,2307,1221204
1745,2,225,방배,2307,899574
1746,2,226,사당(2),2307,2409138
1747,2,227,낙성대,2307,1585301
1748,2,228,서울대입구,2307,2679958
1749,2,229,봉천,2307,1340730
1750,2,230,신림,2307,3191253
1751,2,231,신대방,2307,1472934
1752,2,232,구로디지털단지,2307,3243232
1753,2,233,대림(2),2307,1435958
1754,2,234,신도림,2307,2869323
1755,2,235,문래,2307,1248767
1756,2,236,영등포구청(2),2307,1220470
1757,2,237,당산,2307,1107647
1758,2,238,합정(2),2307,2055549
1759,2,239,홍대입구,2307,4363842
1760,2,240,신촌,2307,2240377
1761,2,241,이대,2307,895938
1762,2,242,아현,2307,603285
1763,2,243,충정로(2),2307,587075
1764,2,244,용답,2307,168992
1765,2,245,신답,2307,100445
1766,2,246,신설동(2),2307,221054
1767,2,247,도림천,2307,78138
1768,2,248,양천구청,2307,404711
1769,2,249,신정네거리,2307,597655
1770,2,250,용두,2307,142787
1771,3,309,지축,2307,382609
1772,3,310,구파발,2307,1258607
1773,3,311,연신내(3),2307,1980071
1774,3,312,불광(3),2307,995276
1775,3,313,녹번,2307,856578
1776,3,314,홍제,2307,1003320
1777,3,315,무악재,2307,252424
1778,3,316,독립문,2307,424599
1779,3,317,경복궁,2307,1360961
1780,3,318,안국,2307,1488281
1781,3,319,종로3가(3),2307,673432
1782,3,320,을지로3가(3),2307,668013
1783,3,322,동대입구,2307,565488
1784,3,323,약수(3),2307,756082
1785,3,324,금호,2307,448352
1786,3,325,옥수,2307,536154
1787,3,326,압구정,2307,1985107
1788,3,327,신사,2307,1671717
1789,3,328,잠원,2307,282501
1790,3,329,고속터미널(3),2307,2936912
1791,3,330,교대(3),2307,727522
1792,3,331,남부터미널,2307,1691476
1793,3,332,양재,2307,2127927
1794,3,333,매봉,2307,681491
1795,3,334,도곡,2307,294927
1796,3,335,대치,2307,710281
1797,3,336,학여울,2307,125911
1798,3,337,대청,2307,585674
1799,3,338,일원,2307,606027
1800,3,339,수서,2307,1095666
1801,3,340,가락시장(3),2307,508045
1802,3,341,경찰병원,2307,419778
1803,3,342,오금(3),2307,354268
1804,4,409,당고개,2307,540921
1805,4,410,상계,2307,1078149
1806,4,411,노원(4),2307,1202724
1807,4,412,창동,2307,1515196
1808,4,413,쌍문,2307,1602176
1809,4,414,수유,2307,1979360
1810,4,415,미아,2307,848653
1811,4,416,미아사거리,2307,1542883
1812,4,417,길음,2307,1173947
1813,4,418,성신여대입구,2307,1172562
1814,4,419,한성대입구,2307,752756
1815,4,420,혜화,2307,2117041
1816,4,421,동대문(4),2307,1179474
1817,4,422,동대문역사문화공원(4),2307,1040369
1818,4,423,충무로(4),2307,1616185
1819,4,424,명동,2307,1892615
1820,4,425,회현,2307,1542353
1821,4,426,서울역(4),2307,975075
1822,4,427,숙대입구,2307,797155
1823,4,428,삼각지(4),2307,390279
1824,4,429,신용산,2307,1166542
1825,4,430,이촌,2307,657340
1826,4,431,동작,2307,112228
1827,4,432,이수(총신대입구),2307,1144528
1828,4,433,사당(4),2307,1446006
1829,4,434,남태령,2307,73795
1830,5,2511,방화,2307,399594
1831,5,2512,개화산,2307,334953
1832,5,2513,김포공항(5),2307,518824
1833,5,2514,송정,2307,366010
1834,5,2515,마곡,2307,647336
1835,5,2516,발산,2307,1269167
1836,5,2517,우장산,2307,834040
1837,5,2518,화곡,2307,1583170
1838,5,2519,까치산(5),2307,1607048
1839,5,2520,신정,2307,706613
1840,5,2521,목동,2307,972599
1841,5,2522,오목교,2307,1294624
1842,5,2523,양평(5),2307,411428
1843,5,2524,영등포구청(5),2307,254188
1844,5,2525,영등포시장,2307,647790
1845,5,2526,신길(5),2307,271019
1846,5,2527,여의도(5),2307,1664575
1847,5,2528,여의나루,2307,788211
1848,5,2529,마포,2307,827870
1849,5,2530,공덕(5),2307,814537
1850,5,2531,애오개,2307,381687
1851,5,2532,충정로(5),2307,247293
1852,5,2533,서대문,2307,1079187
1853,5,2534,광화문,2307,1857786
1854,5,2535,종로3가(5),2307,867116
1855,5,2536,을지로4가(5),2307,361772
1856,5,2537,동대문역사문화공원(5),2307,185996
1857,5,2538,청구(5),2307,217421
1858,5,2539,신금호,2307,374668
1859,5,2540,행당,2307,442832
1860,5,2541,왕십리(5),2307,290444
1861,5,2542,마장,2307,320874
1862,5,2543,답십리,2307,886248
1863,5,2544,장한평,2307,1081785
1864,5,2545,군자(5),2307,698362
1865,5,2546,아차산,2307,818773
1866,5,2547,광나루,2307,752904
1867,5,2548,천호(5),2307,1127447
1868,5,2549,강동,2307,1032208
1869,5,2550,길동,2307,483989
1870,5,2551,굽은다리,2307,554974
1871,5,2552,명일,2307,519061
1872,5,2553,고덕,2307,573575
1873,5,2554,상일동,2307,809203
1874,5,2555,둔촌동,2307,511183
1875,5,2556,올림픽공원(5),2307,282854
1876,5,2557,방이,2307,431561
1877,5,2558,오금(5),2307,204985
1878,5,2559,개롱,2307,382952
1879,5,2560,거여,2307,563625
1880,5,2561,마천,2307,412251
1881,5,2562,강일,2307,301059
1882,5,2563,미사,2307,1007506
1883,5,2564,하남풍산,2307,253803
1884,5,2565,하남시청,2307,439683
1885,5,2566,하남검단산,2307,380604
1886,6,2611,응암,2307,1005243
1887,6,2612,역촌,2307,248139
1888,6,2613,불광(6),2307,275495
1889,6,2614,독바위,2307,167491
1890,6,2616,구산,2307,400352
1891,6,2617,새절,2307,698262
1892,6,2618,증산,2307,571451
1893,6,2619,디지털미디어시티(6),2307,865532
1894,6,2620,월드컵경기장,2307,477693
1895,6,2621,마포구청,2307,792415
1896,6,2622,망원,2307,896219
1897,6,2623,합정(6),2307,829518
1898,6,2624,상수,2307,646407
1899,6,2625,광흥창,2307,520455
1900,6,2626,대흥,2307,512815
1901,6,2627,공덕(6),2307,1044133
1902,6,2628,효창공원앞,2307,392492
1903,6,2629,삼각지(6),2307,399706
1904,6,2630,녹사평,2307,306780
1905,6,2631,이태원,2307,737777
1906,6,2632,한강진,2307,641769
1907,6,2633,버티고개,2307,125929
1908,6,2634,약수(6),2307,218063
1909,6,2635,청구(6),2307,220924
1910,6,2636,신당(6),2307,513010
1911,6,2637,동묘앞(6),2307,487403
1912,6,2638,창신,2307,182684
1913,6,2639,보문,2307,431811
1914,6,2640,안암,2307,636206
1915,6,2641,고려대,2307,464185
1916,6,2642,월곡,2307,649943
1917,6,2643,상월곡,2307,350223
1918,6,2644,돌곶이,2307,554301
1919,6,2645,석계(6),2307,705513
1920,6,2646,태릉입구(6),2307,331442
1921,6,2647,화랑대,2307,569429
1922,6,2648,봉화산,2307,496185
1923,7,2711,장암,2307,114493
1924,7,2712,도봉산(7),2307,555577
1925,7,2713,수락산,2307,739360
1926,7,2714,마들,2307,729798
1927,7,2715,노원(7),2307,1230987
1928,7,2716,중계,2307,804847
1929,7,2717,하계,2307,999298
1930,7,2718,공릉,2307,675420
1931,7,2719,태릉입구(7),2307,490460
1932,7,2720,먹골,2307,588581
1933,7,2721,중화,2307,605924
1934,7,2722,상봉(7),2307,967643
1935,7,2723,면목,2307,831615
1936,7,2724,사가정,2307,919941
1937,7,2725,용마산,2307,335821
1938,7,2726,중곡,2307,596249
1939,7,2727,군자(7),2307,791150
1940,7,2728,어린이대공원,2307,761589
1941,7,2729,건대입구(7),2307,815181
1942,7,2730,뚝섬유원지,2307,525533
1943,7,2731,청담,2307,1114959
1944,7,2732,강남구청,2307,962372
1945,7,2733,학동,2307,1317034
1946,7,2734,논현,2307,1006044
1947,7,2735,반포,2307,355227
1948,7,2736,고속터미널(7),2307,952648
1949,7,2737,내방,2307,825528
1950,7,2738,이수(7),2307,918187
1951,7,2739,남성,2307,629635
1952,7,2740,숭실대입구,2307,699654
1953,7,2741,상도,2307,630223
1954,7,2742,장승배기,2307,523688
1955,7,2743,신대방삼거리,2307,840556
1956,7,2744,보라매,2307,405683
1957,7,2745,신풍,2307,647405
1958,7,2746,대림(7),2307,545598
1959,7,2747,남구로,2307,871707
1960,7,2748,가산디지털단지(7),2307,2331470
1961,7,2749,철산,2307,1221369
1962,7,2750,광명사거리,2307,1169335
1963,7,2751,천왕,2307,641788
1964,7,2752,온수(7),2307,527998
1965,8,2811,암사,2307,1012697
1966,8,2812,천호(8),2307,937261
1967,8,2813,강동구청,2307,601314
1968,8,2814,몽촌토성,2307,382196
1969,8,2815,잠실(8),2307,1064977
1970,8,2816,석촌(8),2307,495200
1971,8,2817,송파,2307,536418
1972,8,2818,가락시장(8),2307,458567
1973,8,2819,문정,2307,1172960
1974,8,2820,장지,2307,962892
1975,8,2821,복정(8),2307,470028
1976,8,2822,산성,2307,299598
1977,8,2823,남한산성입구,2307,708025
1978,8,2824,단대오거리,2307,671011
1979,8,2825,신흥,2307,312554
1980,8,2826,수진,2307,312112
1981,8,2827,모란(8),2307,260031
1982,8,2828,남위례,2307,388767
1983,9,4126,언주,2307,381996
1984,9,4127,선정릉,2307,325176
1985,9,4128,삼성중앙,2307,261678
1986,9,4129,봉은사,2307,797523
1987,9,4130,종합운동장(9),2307,172497
1988,9,4131,삼전,2307,265759
1989,9,4132,석촌고분,2307,246559
1990,9,4133,석촌(9),2307,324612
1991,9,4134,송파나루,2307,209962
1992,9,4135,한성백제,2307,110914
1993,9,4136,올림픽공원(9),2307,313983
1994,9,4137,둔촌오륜,2307,41327
1995,9,4138,중앙보훈병원,2307,395702
1996,1,150,서울역(1),2308,3016067
1997,1,151,시청(1),2308,1459349
1998,1,152,종각,2308,2179972
1999,1,153,종로3가(1),2308,1390248
2000,1,154,종로5가,2308,1397504
2001,1,155,동대문(1),2308,654522
2002,1,156,신설동(1),2308,772107
2003,1,157,제기동,2308,980989
2004,1,158,청량리,2308,1196718
2005,1,159,동묘앞(1),2308,545650
2006,2,201,시청(2),2308,1392241
2007,2,202,을지로입구,2308,2730981
2008,2,203,을지로3가(2),2308,1374905
2009,2,204,을지로4가(2),2308,786928
2010,2,205,동대문역사문화공원(2),2308,915283
2011,2,206,신당(2),2308,850299
2012,2,207,상왕십리,2308,798266
2013,2,208,왕십리(2),2308,833109
2014,2,209,한양대,2308,443350
2015,2,210,뚝섬,2308,1373826
2016,2,211,성수,2308,2316042
2017,2,212,건대입구(2),2308,2125314
2018,2,213,구의,2308,1352612
2019,2,214,강변,2308,1784273
2020,2,215,잠실나루,2308,814948
2021,2,216,잠실(2),2308,4543348
2022,2,217,잠실새내,2308,1316435
2023,2,218,종합운동장(2),2308,712298
2024,2,219,삼성,2308,3210684
2025,2,220,선릉,2308,2927695
2026,2,221,역삼,2308,2954259
2027,2,222,강남,2308,4500274
2028,2,223,교대(2),2308,1844823
2029,2,224,서초,2308,1197689
2030,2,225,방배,2308,870909
2031,2,226,사당(2),2308,2350946
2032,2,227,낙성대,2308,1551200
2033,2,228,서울대입구,2308,2590848
2034,2,229,봉천,2308,1318977
2035,2,230,신림,2308,3036525
2036,2,231,신대방,2308,1443355
2037,2,232,구로디지털단지,2308,3188568
2038,2,233,대림(2),2308,1377326
2039,2,234,신도림,2308,2809020
2040,2,235,문래,2308,1233283
2041,2,236,영등포구청(2),2308,1195273
2042,2,237,당산,2308,1074778
2043,2,238,합정(2),2308,1994664
2044,2,239,홍대입구,2308,4234451
2045,2,240,신촌,2308,2154851
2046,2,241,이대,2308,859536
2047,2,242,아현,2308,588274
2048,2,243,충정로(2),2308,573754
2049,2,244,용답,2308,164569
2050,2,245,신답,2308,98513
2051,2,246,신설동(2),2308,210397
2052,2,247,도림천,2308,77672
2053,2,248,양천구청,2308,391757
2054,2,249,신정네거리,2308,585777
2055,2,250,용두,2308,141667
2056,3,309,지축,2308,382197
2057,3,310,구파발,2308,1236815
2058,3,311,연신내(3),2308,1940598
2059,3,312,불광(3),2308,976907
2060,3,313,녹번,2308,834944
2061,3,314,홍제,2308,980283
2062,3,315,무악재,2308,249123
2063,3,316,독립문,2308,431459
2064,3,317,경복궁,2308,1313378
2065,3,318,안국,2308,1454997
2066,3,319,종로3가(3),2308,641758
2067,3,320,을지로3가(3),2308,650609
2068,3,322,동대입구,2308,518237
2069,3,323,약수(3),2308,734583
2070,3,324,금호,2308,440215
2071,3,325,옥수,2308,519076
2072,3,326,압구정,2308,1848732
2073,3,327,신사,2308,1611578
2074,3,328,잠원,2308,272949
2075,3,329,고속터미널(3),2308,2787894
2076,3,330,교대(3),2308,709834
2077,3,331,남부터미널,2308,1657688
2078,3,332,양재,2308,2065200
2079,3,333,매봉,2308,669233
2080,3,334,도곡,2308,279143
2081,3,335,대치,2308,712492
2082,3,336,학여울,2308,166193
2083,3,337,대청,2308,571052
2084,3,338,일원,2308,600133
2085,3,339,수서,2308,1079625
2086,3,340,가락시장(3),2308,495237
2087,3,341,경찰병원,2308,413709
2088,3,342,오금(3),2308,347085
2089,4,409,당고개,2308,534471
2090,4,410,상계,2308,1060068
2091,4,411,노원(4),2308,1169691
